trace,l1_fraction,l2_multiplier,cell,target,iteration,seeds,avoided_prefill_tokens_mean,avoided_prefill_tokens_std,avoided_prefill_tokens_ci95_half,avoided_prefill_tokens_min,avoided_prefill_tokens_max,avoided_prefill_tokens_all_positive,avoided_prefill_tokens_n,l2_avoided_tokens_mean,l2_avoided_tokens_std,l2_avoided_tokens_ci95_half,l2_avoided_tokens_min,l2_avoided_tokens_max,l2_avoided_tokens_all_positive,l2_avoided_tokens_n,input_token_points_vs_pi0_mean,input_token_points_vs_pi0_std,input_token_points_vs_pi0_ci95_half,input_token_points_vs_pi0_min,input_token_points_vs_pi0_max,input_token_points_vs_pi0_all_positive,input_token_points_vs_pi0_n,label_window_avoided_prefill_tokens_mean,label_window_avoided_prefill_tokens_std,label_window_avoided_prefill_tokens_ci95_half,label_window_avoided_prefill_tokens_min,label_window_avoided_prefill_tokens_max,label_window_avoided_prefill_tokens_all_positive,label_window_avoided_prefill_tokens_n
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,5,32772589.8,57055.9712361467,70832.98797053593,32710385.0,32855778.0,True,5,2193708.8,57055.9712361467,70832.98797053593,2131504.0,2276897.0,True,5,-1.1978305205924333,0.06974431270368713,0.08658511906329272,-1.2863190333384442,-1.1303191985871477,False,5,18692027.0,55219.63850841474,68553.2452688477,18640934.0,18774566.0,True,5
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,5,34029777.4,43517.659844021946,54025.649015411596,33961181.0,34072285.0,True,5,3450896.4,43517.659844021946,54025.649015411596,3382300.0,3493404.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,19463902.8,36030.760902317896,44730.92646166831,19413522.0,19493906.0,True,5
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",next_use,1,5,33522245.8,19029.51542210153,23624.476242810826,33491128.0,33543240.0,True,5,2943364.8,19029.51542210153,23624.476242810826,2912247.0,2964359.0,True,5,-0.611289642073958,0.042044199285830045,0.05219639939031109,-0.6606346875095226,-0.5661490439724151,False,5,19213654.2,32952.860804488584,40909.82139798069,19171478.0,19248278.0,True,5
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",next_use,2,5,33322061.4,76796.59209756642,95340.27668569142,33205682.0,33403566.0,True,5,2743180.4,76796.59209756642,95340.27668569142,2626801.0,2824685.0,True,5,-0.8523990630928463,0.11177009216187923,0.13875865088337005,-0.9752660510148764,-0.7038318066898505,False,5,19057685.6,87508.77039931483,108639.07049020866,18915876.0,19143698.0,True,5
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",next_use,3,5,33306361.0,77395.0997415211,96083.30294264623,33202237.0,33409597.0,True,5,2727480.0,77395.0997415211,96083.30294264623,2623356.0,2830716.0,True,5,-0.8713091997157048,0.09856730496318229,0.12236785345127986,-0.9794153351519523,-0.7401744770968549,False,5,19083095.2,84376.4504776066,104750.4051230741,18970148.0,19201060.0,True,5
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,5,39743818.0,19088.222848133348,23697.359454012014,39717361.0,39767380.0,True,5,9164937.0,19088.222848133348,23697.359454012014,9138480.0,9188499.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,22627475.8,28484.37129725703,35362.34833504427,22587940.0,22665746.0,True,5
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,5,39523423.4,62432.313807034254,77507.52878367866,39461690.0,39607171.0,True,5,8944542.4,62432.313807034254,77507.52878367866,8882809.0,9028290.0,True,5,-0.2654513258859806,0.07080456027323592,0.08790137924978239,-0.3378059284056379,-0.1911994948111064,False,5,22366248.0,19627.887876692184,24367.334666909795,22347183.0,22396006.0,True,5
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,5,39357181.2,77225.35706100684,95872.5733557781,39287268.0,39477129.0,True,5,8778300.2,77225.35706100684,95872.5733557781,8708387.0,8898248.0,True,5,-0.46567951844697053,0.10235754971154981,0.1270733094245964,-0.5782644718780311,-0.31921063151381907,False,5,22155956.6,34452.58648926086,42771.67825690448,22101542.0,22188714.0,True,5
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,5,39629179.2,82547.14825298327,102479.39054451358,39505114.0,39711004.0,True,5,9050298.2,82547.14825298327,102479.39054451358,8926233.0,9132123.0,True,5,-0.1380751681664512,0.078032639247668,0.09687478588809884,-0.25563805812538837,-0.0679013185810725,False,5,22351375.0,30563.66625586662,37943.72012838045,22302146.0,22385320.0,True,5
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,5,39768058.0,56792.22080091604,70505.55105199512,39686468.0,39846542.0,True,5,9189177.0,56792.22080091604,70505.55105199512,9107587.0,9267661.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,22552060.0,40650.68977889551,50466.40619235134,22485272.0,22587017.0,True,5
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,5,39735539.2,62041.15790102567,77021.92243986171,39655029.0,39801704.0,True,5,9156658.2,62041.15790102567,77021.92243986171,9076148.0,9222823.0,True,5,-0.03916683338076806,0.046803066920043046,0.05810436671755955,-0.07441852510232592,0.04106887968244306,False,5,22450977.0,31815.008730157533,39497.21793953181,22424860.0,22494715.0,True,5
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,5,39958320.4,120477.54279864774,149568.64557534567,39747983.0,40042153.0,True,5,9379439.4,120477.54279864774,149568.64557534567,9169102.0,9463272.0,True,5,0.22915900092946373,0.1698674261614112,0.21088445421562405,-0.02363465968703678,0.42840003724118014,False,5,22593264.2,60601.57765850655,75234.73403886263,22497271.0,22659403.0,True,5
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,5,39868789.8,133979.8010194074,166331.2257822045,39633852.0,39968206.0,True,5,9289908.8,133979.8010194074,166331.2257822045,9054971.0,9389325.0,True,5,0.12132506816810129,0.19165993860206368,0.23793909438935149,-0.1713178596149633,0.3393355629060984,False,5,22513230.6,82622.18638053583,102572.54774911645,22374171.0,22595242.0,True,5
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",binary,0,5,38107647.4,77022.78163504614,95621.0830665179,37982637.0,38186895.0,True,5,5931120.4,77022.78163504614,95621.0830665179,5806110.0,6010368.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,21759667.4,44142.822143582984,54801.76609281901,21681859.0,21791401.0,True,5
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",binary,1,5,37492596.2,81802.92044114317,101555.45780791665,37418232.0,37589664.0,True,5,5316069.2,81802.92044114317,101555.45780791665,5241705.0,5413137.0,True,5,-0.7407901850942056,0.16385120690408006,0.2034155289296293,-0.921685483780635,-0.4973359668741389,False,5,21422142.0,72744.46801647531,90309.7067019978,21323054.0,21499725.0,True,5
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",binary,2,5,37666135.0,73858.68722093562,91692.97078104441,37555495.0,37738473.0,True,5,5489608.0,73858.68722093562,91692.97078104441,5378968.0,5561946.0,True,5,-0.5317737003315934,0.05448012454709932,0.0676351646124148,-0.6186203250846689,-0.47127918515527056,False,5,21413247.0,35497.41060978956,44068.790772164735,21357737.0,21453481.0,True,5
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",binary,3,5,37550001.2,103385.7472633438,128349.7806376816,37465253.0,37720539.0,True,5,5373474.2,103385.7472633438,128349.7806376816,5288726.0,5544012.0,True,5,-0.6716495012367758,0.20247406389844366,0.2513644518135551,-0.8096704697555729,-0.3156804277966145,False,5,21408971.4,58207.979210757694,72263.16548289219,21353262.0,21504814.0,True,5
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",next_use,0,5,37946576.6,25355.225039427278,31477.622960349705,37913427.0,37974463.0,True,5,5770049.6,25355.225039427278,31477.622960349705,5736900.0,5797936.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,21597577.8,22465.65919798482,27890.328273175997,21569213.0,21632189.0,True,5
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",next_use,1,5,38060208.2,115319.32140235651,143164.89455337755,37895042.0,38206451.0,True,5,5883681.2,115319.32140235651,143164.89455337755,5718515.0,6029924.0,True,5,0.13686205960829073,0.16435237622013305,0.2040377130650681,-0.09565756036305093,0.35292883453774987,False,5,21602795.2,42817.24625311628,53156.11009802674,21545149.0,21645102.0,True,5
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",next_use,2,5,38201447.8,70578.21092022664,87620.37446357892,38086131.0,38258733.0,True,5,6024920.8,70578.21092022664,87620.37446357892,5909604.0,6082206.0,True,5,0.3069762052706869,0.06812174259532006,0.08457075515926538,0.20801102107679764,0.3948263666109936,True,5,21649415.2,34887.413986995365,43311.50135077154,21604654.0,21687598.0,True,5
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",next_use,3,5,38136570.6,116380.39612537844,144482.18162190504,37999490.0,38296450.0,True,5,5960043.6,116380.39612537844,144482.18162190504,5822963.0,6119923.0,True,5,0.2288357301421223,0.12262347002406031,0.1522327389918643,0.06408445894960842,0.3878129322045514,True,5,21629287.2,44010.99488423319,54638.1071720539,21574333.0,21683502.0,True,5
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,0,5,45076546.2,57245.28641905812,71068.01613293988,45009680.0,45138940.0,True,5,12900019.2,57245.28641905812,71068.01613293988,12833153.0,12962413.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,25316219.2,36889.51226568332,45797.03617241507,25259437.0,25358691.0,True,5
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,1,5,45228709.8,41332.73939264128,51313.146875912884,45155009.0,45251801.0,True,5,13052182.8,41332.73939264128,51313.146875912884,12978482.0,13075274.0,True,5,0.18327141123958568,0.10746366942669851,0.13341237803605327,0.019354091958976406,0.291619397548032,True,5,25566996.2,39073.03672227179,48507.805233321305,25507229.0,25611042.0,True,5
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,2,5,45070768.0,51822.36645503561,64335.65111917192,44989923.0,45128081.0,True,5,12894241.0,51822.36645503561,64335.65111917192,12813396.0,12951554.0,True,5,-0.006959475646110988,0.06517786408757924,0.08091603320102417,-0.07801376839671541,0.09566117367289453,False,5,25482843.8,40451.77937619061,50219.465900971554,25425103.0,25533219.0,True,5
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,3,5,45196158.8,21349.89354071818,26505.14432718727,45177933.0,45230869.0,True,5,13019631.8,21349.89354071818,26505.14432718727,13001406.0,13054342.0,True,5,0.14406579499982958,0.06414395277357193,0.07963246855246932,0.04696459691059599,0.21175802338461863,True,5,25524511.6,15313.428349001408,19011.08442345282,25505702.0,25544999.0,True,5
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,0,5,45028687.0,23290.75333689316,28914.653719744303,44991467.0,45050826.0,True,5,12852160.0,23290.75333689316,28914.653719744303,12814940.0,12874299.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,25509685.0,35761.09834023558,44396.14984491378,25454418.0,25552861.0,True,5
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,1,5,45397883.6,54011.76406395184,67053.71149278685,45340104.0,45461895.0,True,5,13221356.6,54011.76406395184,67053.71149278685,13163577.0,13285368.0,True,5,0.44467390300214255,0.06284797617473681,0.07802355904051927,0.3808175643473272,0.511924103149397,True,5,25608889.6,48946.608200160306,60765.49806664265,25569515.0,25683828.0,True,5
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,2,5,45405986.2,67061.63221395673,83254.66528709831,45346325.0,45479680.0,True,5,13229459.2,67061.63221395673,83254.66528709831,13169798.0,13303153.0,True,5,0.4544329711150807,0.06800791691093361,0.08442944456270199,0.372543084805466,0.5270156939295311,True,5,25593370.4,49011.98183403727,60846.657141173724,25543247.0,25652228.0,True,5
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,3,5,45430028.2,44643.46357754963,55423.29488115457,45361418.0,45484676.0,True,5,13253501.2,44643.46357754963,55423.29488115457,13184891.0,13308149.0,True,5,0.48339003620175136,0.03490303003593359,0.04333088812804697,0.44558252998414843,0.539178094863114,True,5,25603335.2,11537.071127456917,14322.86932780576,25590359.0,25617160.0,True,5
