trace,l1_fraction,l2_multiplier,cell,target,seed,iteration,policy,l2_admissions,l2_rejections,l2_evictions,l2_decisions,l1_evictions,removal_rejections,removal_rejections_window,removal_promotions,resident_evictions,resident_evictions_window,evictions_with_orphans,evictions_with_orphans_window,share_evictions_with_orphans,share_evictions_with_orphans_window,orphaned_blocks,orphaned_blocks_window,orphaned_bytes,orphaned_bytes_window,orphaned_blocks_per_eviction
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,1,pi1,105638,165651,86503,252154,271289,165651,72778,17359,86503,31414,35377,11911,0.4089684750817891,0.37916215700006367,226435,56002,236265703424,58550052864,2.617654879021537
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,2,pi2,104929,166360,84232,250592,271289,166360,70741,18925,84232,32473,35890,13076,0.4260850982999335,0.40267298986850614,331191,93725,346904832000,98197370880,3.931890492924304
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,3,pi3,107011,164278,88474,252752,271289,164278,74114,16764,88474,30505,36630,11349,0.41401993806089926,0.37203737092279954,272191,59039,283634227200,61735081984,3.076508352736397
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,0,pi0,132798,138491,111988,250479,271289,138491,60599,19039,111988,42220,43962,16296,0.39255991713397864,0.38597820937944105,161123,60039,168652273664,62861568000,1.4387523663249633
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,1,pi1,107690,163599,88516,252115,271289,163599,72008,17400,88516,32162,36383,12255,0.4110330335758507,0.38103973633480503,233380,58163,243415191552,60804814848,2.6365854760721223
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,2,pi2,105251,166038,84604,250642,271289,166038,71035,18874,84604,32241,36004,12935,0.42555907522102976,0.401197233336435,329659,92229,345302644736,96634550272,3.8964942555907522
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,3,pi3,106448,164841,88067,252908,271289,164841,73770,16607,88067,30954,36452,11610,0.41391213507897395,0.37507268850552433,276787,63764,288403359744,66704488448,3.1429139178125745
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,0,pi0,268834,2455,214654,217109,271289,2455,1821,47070,214654,89067,98037,40582,0.4567210487575354,0.4556345223258895,441177,176296,461213499392,184370081792,2.055293635338731
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,1,pi1,259913,11376,204957,216333,271289,11376,6809,47863,204957,83888,93724,37729,0.45728616246334597,0.449754434484074,393749,149301,412656992256,156447393792,1.9211297979576203
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,2,pi2,261981,9308,206753,216061,271289,9308,6592,48117,206753,83765,91257,36360,0.44138174536766095,0.43407150958037366,359922,133902,376787613696,140165255168,1.740830846468975
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,3,pi3,260734,10555,206084,216639,271289,10555,6252,47556,206084,84432,94403,37956,0.45808020030667107,0.44954519613416716,400366,150381,419564396544,157545693184,1.942732089827449
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,0,pi0,268954,2335,214856,217191,271289,2335,1750,46996,214856,89207,98040,40570,0.4563056186469077,0.4547849384016949,440226,177518,460328982528,185703112704,2.0489351007186207
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,1,pi1,259612,11677,204392,216069,271289,11677,7112,48123,204392,83388,93133,37518,0.4556587341970332,0.44992085192113973,390541,148283,409307842560,155389937664,1.9107450389447729
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,2,pi2,264312,6977,209144,216121,271289,6977,5377,48044,209144,85050,91709,36522,0.43849692078185365,0.4294179894179894,361294,134360,377097826304,140217153536,1.7274891940481198
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,3,pi3,255892,15397,201074,216471,271289,15397,9299,47721,201074,81381,91407,36143,0.4545938311268488,0.44412086359223896,382110,140400,400434008064,147097839616,1.9003451465629568
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,0,pi0,268869,2420,214841,217261,271289,2420,1794,46917,214841,89154,98089,40531,0.45656555312998914,0.45461785225564755,442648,175869,462855694336,183957952512,2.06035160886423
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,1,pi1,257687,13602,202467,216069,271289,13602,8177,48127,202467,82326,91507,36565,0.4519600725056429,0.44414887155941013,365542,136030,383057518592,142527758336,1.8054398988477134
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,2,pi2,264608,6681,209730,216411,271289,6681,5086,47759,209730,85501,93797,37637,0.44722738759357267,0.4401936819452404,399787,149095,417543647232,155735912448,1.9061984456205598
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,3,pi3,260244,11045,205376,216421,271289,11045,6391,47774,205376,84231,94938,38282,0.4622643346837021,0.4544882525436003,413448,156175,433288822784,163639242752,2.0131271424119666
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,0,pi0,268759,2530,214655,217185,271289,2530,1845,46997,214655,89101,97934,40406,0.4562390813165312,0.4534853705345619,438557,172955,458544035840,180900800512,2.0430784281754444
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,1,pi1,257874,13415,202816,216231,271289,13415,8038,47961,202816,82518,92511,36940,0.45613265225623223,0.4476599045056836,385181,143003,403626211328,149821382656,1.8991647601767119
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,2,pi2,259797,11492,204571,216063,271289,11492,7819,48123,204571,82661,90871,35908,0.44420274623480355,0.43440074521237343,362208,132742,379397642240,139013632000,1.770573541704347
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,3,pi3,259411,11878,204311,216189,271289,11878,7625,48000,204311,82880,92646,36901,0.4534557610701333,0.44523407335907333,390677,144395,409350938624,151270168576,1.9121682141441234
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,0,pi0,263584,7705,209422,217127,271289,7705,3493,47068,209422,87509,97556,40516,0.46583453505362377,0.46299237792684184,436536,176403,457636042752,184929392640,2.0844801405773987
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,1,pi1,262031,9258,209244,218502,271289,9258,8545,45662,209244,83222,98754,37370,0.4719561851235878,0.4490399173295523,541186,168841,556834072576,173589608448,2.586387184339814
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,2,pi2,254372,16917,201443,218360,271289,16917,11047,45834,201443,80340,96704,37186,0.48005639312361315,0.46285785411999003,679670,212597,711733307392,222467942400,3.3740065427937433
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,3,pi3,266853,4436,213860,218296,271289,4436,4001,45872,213860,87539,102100,40578,0.47741513139437014,0.4635419641531203,646589,222227,667393509376,229258543104,3.0234218647713456
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,0,pi0,268693,2596,214623,217219,271289,2596,1940,46960,214623,89046,98220,40558,0.4576396751513118,0.45547245244031176,439536,174686,459625541632,182738755584,2.0479445353014354
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,1,pi1,260154,11135,205161,216296,271289,11135,6967,47898,205161,83646,92826,37253,0.45245441385058566,0.445364990555436,379197,142416,397365788672,149206568960,1.84828987965549
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,2,pi2,265448,5841,210469,216310,271289,5841,4422,47839,210469,86039,93585,37538,0.4446498059096589,0.43629051941561386,387299,147581,403741939712,153874063360,1.8401712366191696
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,3,pi3,256761,14528,201744,216272,271289,14528,8445,47921,201744,82042,92283,36927,0.45742624315964786,0.45009872991882205,392178,147796,411031568384,154877325312,1.9439388532000952
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,0,pi0,263566,7723,209301,217024,271289,7723,3503,47170,209301,87415,97712,40520,0.4668491789336888,0.46353600640622317,438364,176699,459549179904,185245476864,2.094419042431713
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,1,pi1,262692,8597,210008,218605,271289,8597,7827,45542,210008,83916,100975,38433,0.4808150165707973,0.457993707993708,583595,182524,599498000384,187253694464,2.77891794598301
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,2,pi2,252683,18606,199918,218524,271289,18606,12307,45672,199918,79237,95370,36300,0.47704558869136343,0.45811931294723424,645849,197486,676194228224,206558930944,3.2305695335087385
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,3,pi3,260822,10467,208094,218561,271289,10467,8577,45609,208094,83055,99182,37683,0.4766211423683528,0.45371139606284994,652653,199771,672450013184,205647144960,3.1363374244331887
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,0,pi0,263494,7795,209335,217130,271289,7795,3505,47069,209335,87454,97544,40399,0.4659708123342967,0.46194570860109313,437375,176491,458508810240,185025560576,2.0893543841211457
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,1,pi1,262217,9072,209327,218399,271289,9072,8223,45749,209327,83409,100517,38045,0.48019127967247416,0.4561258377393327,567031,178623,582454794240,183245742080,2.7088287702971905
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,2,pi2,255878,15411,203056,218467,271289,15411,10239,45727,203056,81376,96996,37371,0.47768103380348276,0.45923859614628393,626214,198025,655712227328,207170039808,3.0839472854778975
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,3,pi3,263883,7406,210953,218359,271289,7406,6211,45811,210953,85303,101442,39538,0.48087488682313123,0.46350069751356926,709864,230736,732159148032,237834379264,3.365033917507691
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,0,pi0,263582,7707,209438,217145,271289,7707,3455,47052,209438,87510,97443,40412,0.46525940851230435,0.46179865158267625,438187,177274,459361951744,185843916800,2.0922038980509745
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,1,pi1,257797,13492,205029,218521,271289,13492,11951,45646,205029,79756,95998,35128,0.4682166912973287,0.44044335222428405,514784,152230,529687652352,156567758848,2.510786279014188
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,2,pi2,257076,14213,204017,218230,271289,14213,9133,45967,204017,82222,97418,37935,0.4774994240676022,0.46137286857532045,619289,198362,648543320064,207554322432,3.0354774357038874
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,3,pi3,262401,8888,209545,218433,271289,8888,7681,45752,209545,83894,98204,37720,0.468653511178983,0.4496149903449591,628944,196116,650957606912,202929438720,3.001474623589205
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,0,pi0,263586,7703,209472,217175,271289,7703,3509,47020,209472,87441,97637,40382,0.466110029025359,0.4618199700369392,436193,176354,457266014208,184883617792,2.0823451344332415
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,1,pi1,258742,12547,206053,218600,271289,12547,11173,45553,206053,80576,97848,36031,0.47486811645547505,0.44716789118347894,535048,159686,549629239296,163910088704,2.5966523176076057
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,2,pi2,258665,12624,205733,218357,271289,12624,7789,45838,205733,83707,99008,39184,0.481245108951894,0.46810899924737476,665929,219506,697440350208,229689143296,3.236860396727798
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,3,pi3,263283,8006,210383,218389,271289,8006,7090,45791,210383,84503,98657,38018,0.46893998089199224,0.4499011869401086,601411,189608,621732110336,195886739456,2.858648274813079
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,0,0,pi0,194121,67461,159567,227028,261582,67461,40893,31009,159567,53517,62659,19755,0.3926814441582533,0.3691350412018611,225351,73443,235374022656,76721799168,1.4122656940344809
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,0,1,pi1,176735,84847,141894,226741,261582,84847,44620,31296,141894,49551,58536,19210,0.4125332995052645,0.3876813787814575,297924,86898,311608711168,90847354880,2.0996236627341536
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,0,2,pi2,157261,104321,122066,226387,261582,104321,49354,31651,122066,44845,48313,17209,0.39579407861320925,0.3837440071356896,249514,80023,260611336192,83642877952,2.044090901643373
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,0,3,pi3,160993,100589,125961,226550,261582,100589,48915,31484,125961,45258,50698,17592,0.40248965949778104,0.38870475937955723,271083,83994,282997714944,87810424832,2.1521185128730322
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,1,0,pi0,193598,67984,158998,226982,261582,67984,41281,31054,158998,53164,62743,19645,0.39461502660410824,0.36951696636821907,224411,73093,234427928576,76360425472,1.4114076906627757
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,1,1,pi1,188103,73479,153326,226805,261582,73479,40759,31231,153326,53449,63942,20673,0.41703298853423426,0.386779921046231,326202,91187,341147371520,95308632064,2.127506098117736
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,1,2,pi2,171785,89797,136714,226511,261582,89797,45493,31525,136714,48692,53687,18071,0.3926957005134807,0.3711287275117062,261802,80023,273236203520,83594835968,1.9149611597934373
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,1,3,pi3,173317,88265,138256,226521,261582,88265,45605,31514,138256,48530,56294,18652,0.40717220229140144,0.38433958376262106,284804,84055,297801224192,87866447872,2.059975697257262
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,2,0,pi0,193740,67842,159121,226963,261582,67842,40860,31071,159121,53533,62434,19579,0.3923680720960778,0.36573702202379843,223164,71791,233139234816,74999560192,1.4024798738067257
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,2,1,pi1,178951,82631,144128,226759,261582,82631,43367,31278,144128,50771,59028,19411,0.40955261989342806,0.38232455535640425,298608,86630,312103374848,90555742208,2.0718250444049735
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,2,2,pi2,167380,94202,132363,226565,261582,94202,46638,31469,132363,47569,52365,17944,0.39561659980508146,0.3772204587020959,263963,80167,275880734720,83801276416,1.9942355492093713
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,2,3,pi3,164312,97270,129274,226544,261582,97270,48037,31492,129274,46153,51932,17833,0.4017203768739267,0.3863887504604251,255866,80795,267593613312,84477935616,1.9792533688135279
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,0,0,pi0,196183,65399,161489,226888,261582,65399,34790,31147,161489,59397,63425,22186,0.39275120906067906,0.3735205481758338,217329,75432,227219359744,78800730112,1.3457820656515305
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,0,1,pi1,148610,112972,114739,227711,261582,112972,53312,30323,114739,41586,48060,16512,0.4188636819215785,0.3970567017746357,339732,100825,353043468288,105286037504,2.960911285613436
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,0,2,pi2,138587,122995,103900,226895,261582,122995,53558,31142,103900,40892,45023,17328,0.433330125120308,0.4237503668199159,350763,118764,367197599744,124306776064,3.3759672762271413
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,0,3,pi3,138095,123487,104030,227517,261582,123487,54112,30515,104030,40740,43973,16551,0.4226953763337499,0.40625920471281296,359018,115812,373699567616,121018791936,3.451100644044987
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,3,0,pi0,194193,67389,159662,227051,261582,67389,40851,30987,159662,53584,62721,19808,0.3928361162956746,0.36966258584652134,224767,72455,234754822144,75663681536,1.407767659180018
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,3,1,pi1,197683,63899,162911,226810,261582,63899,37306,31228,162911,56837,68177,22018,0.41849230561472217,0.38738849692981686,348955,94000,364215685120,98183688192,2.1419977779278256
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,3,2,pi2,161571,100011,126495,226506,261582,100011,48224,31527,126495,45921,49960,17413,0.39495632238428396,0.37919470394808474,254044,78119,265473480704,81647044608,2.0083323451519823
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,3,3,pi3,164163,97419,129184,226603,261582,97419,47586,31434,129184,46575,51718,17926,0.4003436958137231,0.3848845947396672,266615,84195,278551973888,87997788160,2.063839175130047
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,4,0,pi0,194051,67531,159452,226983,261582,67531,40945,31052,159452,53467,62834,19785,0.39406216290795976,0.37004133390689586,227087,73804,237229156352,77101950976,1.4241715375159922
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,4,1,pi1,192549,69033,157696,226729,261582,69033,38633,31306,157696,55505,66288,21611,0.4203530844155844,0.3893523106026484,339244,94668,354860492800,98963200000,2.151253043831169
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,4,2,pi2,163564,98018,128466,226484,261582,98018,47975,31550,128466,46169,51453,17568,0.40051842510858904,0.3805150642205809,263477,80437,275475826688,84064741376,2.0509473323680973
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,4,3,pi3,185069,76513,150034,226547,261582,76513,42056,31489,150034,52132,59516,19375,0.396683418425157,0.3716527276912453,272737,80279,284065665024,83791386624,1.8178346241518588
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,1,0,pi0,196281,65301,161595,226896,261582,65301,34760,31141,161595,59463,63332,22241,0.39191806677186797,0.37403090997763316,215678,75617,225496356864,78985453568,1.3346823849747826
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,1,1,pi1,149628,111954,115711,227665,261582,111954,53239,30367,115711,41609,48363,16441,0.4179637199574803,0.3951308611117787,335162,96628,348161267712,100873574400,2.8965439759400575
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,1,2,pi2,139278,122304,104620,226924,261582,122304,53395,31113,104620,41124,45520,17529,0.4350984515389027,0.42624744674642545,350285,117041,366698117120,122524364800,3.348164786847639
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,1,3,pi3,140330,121252,106041,227293,261582,121252,53761,30740,106041,40971,44658,16476,0.42113899340821004,0.402138097678846,358866,113995,373493254144,119134146560,3.3842193113984216
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,2,0,pi0,195933,65649,161266,226915,261582,65649,34906,31120,161266,59314,63424,22206,0.3932881078466633,0.37438041609063627,215718,74592,225563275264,77914603520,1.3376533181203725
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,2,1,pi1,157154,104428,123186,227614,261582,104428,51375,30417,123186,43331,51998,17028,0.42210965531797445,0.39297500634649557,363724,98896,377364783104,103160285184,2.9526407221599857
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,2,2,pi2,140990,120592,106303,226895,261582,120592,53080,31142,106303,41441,45908,17402,0.43185987225195904,0.41992229917231727,345870,114848,362010243072,120180742144,3.253624074579269
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,2,3,pi3,140701,120881,106440,227321,261582,120881,53600,30713,106440,41121,45118,16680,0.42388199924840286,0.4056321587510031,360598,113101,375366168576,118205900800,3.387805336339722
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,3,0,pi0,196509,65073,161785,226858,261582,65073,34595,31178,161785,59578,63790,22422,0.3942887165064746,0.37634697371512976,217497,75862,227391334400,79253522432,1.344358253237321
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,3,1,pi1,153092,108490,119035,227525,261582,108490,52028,30504,119035,42707,50043,16886,0.4204057630108792,0.3953918561359964,347638,100014,361059069952,104390443008,2.9204687696895872
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,3,2,pi2,140212,121370,105419,226789,261582,121370,53167,31246,105419,41265,45640,17454,0.43293903376051757,0.4229734641948382,344893,113655,360980508672,118926641152,3.2716398372209943
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,3,3,pi3,140037,121545,105657,227202,261582,121545,53613,30833,105657,41047,44901,16784,0.424969476702916,0.40889711793797356,354154,112469,368798349312,117557946368,3.351921784642759
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,4,0,pi0,196136,65446,161423,226869,261582,65446,34676,31166,161423,59525,63380,22314,0.3926330200776841,0.3748677026459471,215805,75387,225626572800,78743721984,1.336891273238634
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,4,1,pi1,155989,105593,121932,227525,261582,105593,51612,30507,121932,43100,51294,16972,0.4206770987107568,0.3937819025522042,361096,98789,374798153728,103057561600,2.961453925138602
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,4,2,pi2,142286,119296,107575,226871,261582,119296,52803,31165,107575,41696,46499,17609,0.4322472693469672,0.4223186876438987,341737,110218,357700382720,115355152384,3.17673251220079
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,4,3,pi3,140654,120928,106480,227408,261582,120928,53526,30622,106480,41212,45214,16756,0.42462434259954923,0.40658060759002235,363049,116022,378013896704,121280245760,3.4095510894064613
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,1,0,pi0,261550,32,186085,186117,261582,32,32,61250,186085,81211,82688,35716,0.4443560738372249,0.439792638928224,364595,154644,382094692352,162074808320,1.9592927963027649
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,1,1,pi1,261567,15,186022,186037,261582,15,12,61256,186022,81066,82456,35489,0.44325939942587433,0.4377790935780722,360762,150225,378036357120,157437493248,1.9393512595284428
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,1,2,pi2,261204,378,185773,186151,261582,378,250,61216,185773,80911,81981,35198,0.44129663621731896,0.4350211961290801,348501,146510,365327988736,153617604608,1.8759507571067917
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,1,3,pi3,261510,72,186023,186095,261582,72,55,61233,186023,81102,81250,34961,0.436773947307591,0.4310744494587063,337483,141089,353719801856,147903852544,1.8142003945748644
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,0,0,pi0,261549,33,186129,186162,261582,33,33,61215,186129,81201,82598,35651,0.4437674945870875,0.4390463171635817,365377,155406,382946922496,162879039488,1.9630310161232263
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,0,1,pi1,261486,96,185983,186079,261582,96,70,61262,185983,80970,82533,35585,0.4437663657431056,0.4394837594170681,367179,153758,384874754048,161203609600,1.9742610883790455
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,0,2,pi2,261074,508,185498,186006,261582,508,329,61356,185498,80714,81717,35110,0.4405276606755868,0.43499269023961146,344480,144382,361122301952,151388104704,1.8570550625882758
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,0,3,pi3,261445,137,185837,185974,261582,137,97,61369,185837,80890,81738,35180,0.43983706151089397,0.4349116083570281,346896,145796,363610365952,152862042112,1.8666681016159323
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,2,0,pi0,261550,32,186113,186145,261582,32,32,61219,186113,81214,82428,35709,0.4428922213923799,0.439690201196838,364511,154154,382030430208,161568978944,1.958546689376884
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,2,1,pi1,261565,17,185939,185956,261582,17,11,61352,185939,80995,81869,35201,0.44030031354368904,0.4346070745107723,351127,148338,368008624128,155500265472,1.8883988835048053
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,2,2,pi2,260418,1164,184809,185973,261582,1164,712,61403,184809,80293,81724,35065,0.4422079011303562,0.43671303849650656,346183,145508,362908114944,152573732864,1.8731934050830858
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,2,3,pi3,261552,30,185954,185984,261582,30,22,61304,185954,81064,81326,34939,0.43734471966185184,0.43100513174775484,342376,143773,358749151232,150679027712,1.8411865300020436
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,3,0,pi0,261550,32,186114,186146,261582,32,32,61226,186114,81228,82686,35777,0.4442760888487701,0.44045156842468114,366365,154042,383997306880,161462714368,1.9684978024221713
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,3,1,pi1,261422,160,185899,186059,261582,160,114,61285,185899,80920,82134,35355,0.4418205584753011,0.43691300049431536,362734,153653,380216821760,161091768320,1.9512423412713356
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,3,2,pi2,261153,429,185648,186077,261582,429,278,61281,185648,80829,81595,35131,0.4395145651986555,0.434633609224412,346766,146224,363506921472,153316694016,1.8678682237352409
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,3,3,pi3,261483,99,185916,186015,261582,99,74,61317,185916,81072,81196,34881,0.43673486951096196,0.43024718768502074,338810,141335,355123757056,148168751104,1.822382151078982
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,0,0,pi0,255643,5939,180684,186623,261582,5939,2806,60771,180684,78333,83178,35794,0.4603506674636382,0.4569466253047885,373068,155558,391103916032,163114182656,2.0647539350468223
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,0,1,pi1,261582,0,186173,186173,261582,0,0,61052,186173,81234,84256,36244,0.4525683101201571,0.44616786074796266,394413,166219,409609650176,172479410176,2.1185295397291766
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,0,2,pi2,255482,6100,180071,186171,261582,6100,2981,61223,180071,78074,84936,36676,0.4716806148685796,0.46975945897481874,442533,185877,463896123392,194904569856,2.4575473007869117
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,0,3,pi3,261582,0,186174,186174,261582,0,0,61008,186174,81141,86359,37159,0.4638617637264065,0.4579559039203362,406747,168436,419442079744,173493374976,2.184768012719284
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,4,0,pi0,261556,26,186102,186128,261582,26,26,61242,186102,81177,82633,35791,0.44401994605109024,0.44090074774874655,365098,155222,382666559488,162706655232,1.9618166381876605
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,4,1,pi1,261518,64,186007,186071,261582,64,53,61223,186007,81032,82203,35323,0.44193498094157746,0.43591420673314246,356937,149930,374065420288,157143717888,1.9189439107130377
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,4,2,pi2,261225,357,185572,185929,261582,357,222,61440,185572,80774,81051,34839,0.43676308925915547,0.43131453190383046,333524,140070,349627439104,146860521472,1.7972754510378721
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,4,3,pi3,261055,527,185495,186022,261582,527,333,61343,185495,80734,81337,34950,0.43848621256637643,0.43290311392969505,339906,143289,356303151104,150241818624,1.8324267500471711
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,1,0,pi0,255714,5868,180911,186779,261582,5868,2762,60619,180911,78460,83105,35761,0.4593695242412015,0.45578638796839155,370913,157704,388835264512,165361336320,2.050251228504624
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,1,1,pi1,261578,4,186406,186410,261582,4,3,60834,186406,81332,84332,36404,0.45241033013958776,0.44759750159838685,402308,167495,418484736000,174090821632,2.158235249938307
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,1,2,pi2,255971,5611,180412,186023,261582,5611,2822,61371,180412,78181,84746,36632,0.4697359377425005,0.4685537406786815,425938,177547,446507216896,186167951360,2.3609183424605904
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,1,3,pi3,261581,1,186204,186205,261582,1,1,61007,186204,81182,85706,36937,0.46028012287598546,0.4549900224187628,416835,172601,431857315840,178660876288,2.238593155893536
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,2,0,pi0,255678,5904,180818,186722,261582,5904,2781,60676,180818,78443,83032,35811,0.4592020705903173,0.4565225705289191,372370,157117,390359005184,164749115392,2.0593635589377164
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,2,1,pi1,261582,0,186263,186263,261582,0,0,60925,186263,81244,85262,36645,0.4577505999581237,0.4510486928265472,401460,167844,414978457600,173368193024,2.155339493082362
