trace,cell,target,seed,iteration,policy,window,requested_tokens,avoided_tokens,pi0_avoided_tokens,delta_tokens_vs_pi0,delta_input_token_points_vs_pi0,terminal_common_population_ranking_delta,ranking_utility_sign_agreement
conversation_trace,"l1=0.01,l2x1",next_use,0,3,pi3,label,32962016,3757050,3888520,-131470,-0.39885303131944355,-0.06692829846919661,same
conversation_trace,"l1=0.01,l2x1",next_use,1,0,pi0,full,58742117,6716253,6716253,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,1,0,pi0,label,32962016,3961736,3961736,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,1,1,pi1,full,58742117,6210898,6716253,-505355,-0.8602941565759368,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,1,1,pi1,label,32962016,3773946,3961736,-187790,-0.5697163668629976,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,1,2,pi2,full,58742117,6195171,6716253,-521082,-0.8870671106388625,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,1,2,pi2,label,32962016,3731336,3961736,-230400,-0.698986372678176,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,1,3,pi3,full,58742117,6325713,6716253,-390540,-0.6648381433035517,-0.060489824169567066,same
conversation_trace,"l1=0.01,l2x1",next_use,1,3,pi3,label,32962016,3807738,3961736,-153998,-0.4671983655368652,-0.060489824169567066,same
conversation_trace,"l1=0.01,l2x1",next_use,2,0,pi0,full,58742117,6657900,6657900,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,2,0,pi0,label,32962016,3868552,3868552,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,2,1,pi1,full,58742117,6274898,6657900,-383002,-0.6520057831759791,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,2,1,pi1,label,32962016,3726330,3868552,-142222,-0.43147239537775844,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,2,2,pi2,full,58742117,6294613,6657900,-363287,-0.6184438330678481,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,2,2,pi2,label,32962016,3759098,3868552,-109454,-0.33206100015241785,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,2,3,pi3,full,58742117,6295622,6657900,-362278,-0.6167261557835922,-0.05439734154340352,same
conversation_trace,"l1=0.01,l2x1",next_use,2,3,pi3,label,32962016,3798010,3868552,-70542,-0.2140099683223259,-0.05439734154340352,same
conversation_trace,"l1=0.01,l2x1",next_use,3,0,pi0,full,58742117,6696812,6696812,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,3,0,pi0,label,32962016,3910536,3910536,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,3,1,pi1,full,58742117,6170582,6696812,-526230,-0.8958308397363344,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,3,1,pi1,label,32962016,3717626,3910536,-192910,-0.5852493973669571,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,3,2,pi2,full,58742117,6277091,6696812,-419721,-0.7145145960606084,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,3,2,pi2,label,32962016,3768712,3910536,-141824,-0.4302649449596772,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,3,3,pi3,full,58742117,6269908,6696812,-426904,-0.7267426197799443,-0.048650957435562955,same
conversation_trace,"l1=0.01,l2x1",next_use,3,3,pi3,label,32962016,3806600,3910536,-103936,-0.3153205192303772,-0.048650957435562955,same
conversation_trace,"l1=0.01,l2x1",next_use,4,0,pi0,full,58742117,6695395,6695395,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,4,0,pi0,label,32962016,3921288,3921288,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,4,1,pi1,full,58742117,6297938,6695395,-397457,-0.6766133403057298,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,4,1,pi1,label,32962016,3788794,3921288,-132494,-0.40195963742023544,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,4,2,pi2,full,58742117,6322246,6695395,-373149,-0.6352324687242715,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,4,2,pi2,label,32962016,3784186,3921288,-137102,-0.41593936487379896,,not_applicable
conversation_trace,"l1=0.01,l2x1",next_use,4,3,pi3,full,58742117,6283220,6695395,-412175,-0.7016686170843996,-0.06446619344971297,same
conversation_trace,"l1=0.01,l2x1",next_use,4,3,pi3,label,32962016,3807624,3921288,-113664,-0.34483327718790013,-0.06446619344971297,same
conversation_trace,"l1=0.01,l2x4",binary,0,0,pi0,full,58742117,12364908,12364908,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,0,0,pi0,label,32962016,7104904,7104904,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,0,1,pi1,full,58742117,12162884,12364908,-202024,-0.343916784612989,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,0,1,pi1,label,32962016,6830774,7104904,-274130,-0.8316542289160954,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,0,2,pi2,full,58742117,11910479,12364908,-454429,-0.7735999708692828,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,0,2,pi2,label,32962016,6674487,7104904,-430417,-1.3057969512544378,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,0,3,pi3,full,58742117,12027672,12364908,-337236,-0.5740957548397515,0.04508983080163664,opposite
conversation_trace,"l1=0.01,l2x4",binary,0,3,pi3,label,32962016,6706826,7104904,-398078,-1.207687054092808,0.04508983080163664,opposite
conversation_trace,"l1=0.01,l2x4",binary,1,0,pi0,full,58742117,12517973,12517973,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,1,0,pi0,label,32962016,7150586,7150586,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,1,1,pi1,full,58742117,12124605,12517973,-393368,-0.6696524062964908,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,1,1,pi1,label,32962016,6788278,7150586,-362308,-1.099168206216513,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,1,2,pi2,full,58742117,11846100,12517973,-671873,-1.1437670862287785,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,1,2,pi2,label,32962016,6598024,7150586,-552562,-1.676359844009541,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,1,3,pi3,full,58742117,12066377,12517973,-451596,-0.768777196095946,0.048515100079437934,opposite
conversation_trace,"l1=0.01,l2x4",binary,1,3,pi3,label,32962016,6752425,7150586,-398161,-1.2079388590794933,0.048515100079437934,opposite
conversation_trace,"l1=0.01,l2x4",binary,2,0,pi0,full,58742117,12376120,12376120,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,2,0,pi0,label,32962016,7076232,7076232,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,2,1,pi1,full,58742117,12211922,12376120,-164198,-0.279523463548309,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,2,1,pi1,label,32962016,6858391,7076232,-217841,-0.6608849410181707,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,2,2,pi2,full,58742117,11933781,12376120,-442339,-0.7530184858676442,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,2,2,pi2,label,32962016,6687738,7076232,-388494,-1.1786111626182088,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,2,3,pi3,full,58742117,11944276,12376120,-431844,-0.7351522588128718,0.04423125277160067,opposite
conversation_trace,"l1=0.01,l2x4",binary,2,3,pi3,label,32962016,6707706,7076232,-368526,-1.1180323436527668,0.04423125277160067,opposite
conversation_trace,"l1=0.01,l2x4",binary,3,0,pi0,full,58742117,12407119,12407119,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,3,0,pi0,label,32962016,7103031,7103031,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,3,1,pi1,full,58742117,12197135,12407119,-209984,-0.35746753900612743,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,3,1,pi1,label,32962016,6867515,7103031,-235516,-0.7145072680020542,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,3,2,pi2,full,58742117,11992513,12407119,-414606,-0.7058070447137613,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,3,2,pi2,label,32962016,6688937,7103031,-414094,-1.256276315138006,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,3,3,pi3,full,58742117,12051354,12407119,-355765,-0.6056387106375481,0.04823682736969015,opposite
conversation_trace,"l1=0.01,l2x4",binary,3,3,pi3,label,32962016,6769146,7103031,-333885,-1.0129386503543958,0.04823682736969015,opposite
conversation_trace,"l1=0.01,l2x4",binary,4,0,pi0,full,58742117,12506372,12506372,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,4,0,pi0,label,32962016,7155881,7155881,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,4,1,pi1,full,58742117,12187346,12506372,-319026,-0.5430958506313281,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,4,1,pi1,label,32962016,6833815,7155881,-322066,-0.9770822270094159,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,4,2,pi2,full,58742117,11857539,12506372,-648833,-1.104544802156177,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,4,2,pi2,label,32962016,6648887,7155881,-506994,-1.5381158725243018,,not_applicable
conversation_trace,"l1=0.01,l2x4",binary,4,3,pi3,full,58742117,12075418,12506372,-430954,-0.7336371619020813,0.04697747681254627,opposite
conversation_trace,"l1=0.01,l2x4",binary,4,3,pi3,label,32962016,6772730,7155881,-383151,-1.1624015958247214,0.04697747681254627,opposite
conversation_trace,"l1=0.01,l2x4",next_use,0,0,pi0,full,58742117,12525262,12525262,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,0,0,pi0,label,32962016,7073274,7073274,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,0,1,pi1,full,58742117,12689102,12525262,163840,0.27891402007183363,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,0,1,pi1,label,32962016,7115770,7073274,42496,0.12892415318286357,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,0,2,pi2,full,58742117,12802708,12525262,277446,0.4723118848440549,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,0,2,pi2,label,32962016,7225596,7073274,152322,0.4621137250828347,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,0,3,pi3,full,58742117,12627282,12525262,102020,0.17367436723467083,0.018793329000185155,same
conversation_trace,"l1=0.01,l2x4",next_use,0,3,pi3,label,32962016,7130618,7073274,57344,0.17396994164434604,0.018793329000185155,same
conversation_trace,"l1=0.01,l2x4",next_use,1,0,pi0,full,58742117,12475335,12475335,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,1,0,pi0,label,32962016,7034681,7034681,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,1,1,pi1,full,58742117,12716750,12475335,241415,0.41097429294214916,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,1,1,pi1,label,32962016,7156730,7034681,122049,0.3702716484331541,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,1,2,pi2,full,58742117,12918565,12475335,443230,0.7545352851345143,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,1,2,pi2,label,32962016,7291122,7034681,256441,0.7779894288019277,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,1,3,pi3,full,58742117,12667712,12475335,192377,0.3274941555136666,0.009626557843402106,same
conversation_trace,"l1=0.01,l2x4",next_use,1,3,pi3,label,32962016,7105132,7034681,70451,0.2137338929754782,0.009626557843402106,same
conversation_trace,"l1=0.01,l2x4",next_use,2,0,pi0,full,58742117,12474733,12474733,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,2,0,pi0,label,32962016,7046165,7046165,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,2,1,pi1,full,58742117,12729682,12474733,254949,0.43401398012264353,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,2,1,pi1,label,32962016,7152122,7046165,105957,0.32145181896641273,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,2,2,pi2,full,58742117,12647299,12474733,172566,0.2937687792218997,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,2,2,pi2,label,32962016,7119409,7046165,73244,0.2222072824671889,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,2,3,pi3,full,58742117,12668285,12474733,193552,0.32949442390712613,0.01828702823471845,same
conversation_trace,"l1=0.01,l2x4",next_use,2,3,pi3,label,32962016,7159977,7046165,113812,0.34528227885090523,0.01828702823471845,same
conversation_trace,"l1=0.01,l2x4",next_use,3,0,pi0,full,58742117,12430074,12430074,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,3,0,pi0,label,32962016,6989288,6989288,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,3,1,pi1,full,58742117,12612302,12430074,182228,0.31021694366241515,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,3,1,pi1,label,32962016,7084538,6989288,95250,0.2889689756840116,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,3,2,pi2,full,58742117,12822943,12430074,392869,0.6688029306128004,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,3,2,pi2,label,32962016,7278873,6989288,289585,0.8785415309549027,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,3,3,pi3,full,58742117,12560284,12430074,130210,0.22166378511690343,0.02080999327168892,same
conversation_trace,"l1=0.01,l2x4",next_use,3,3,pi3,label,32962016,7016656,6989288,27368,0.08302890211569583,0.02080999327168892,same
conversation_trace,"l1=0.01,l2x4",next_use,4,0,pi0,full,58742117,12547270,12547270,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,4,0,pi0,label,32962016,7081466,7081466,0,0.0,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,4,1,pi1,full,58742117,12721219,12547270,173949,0.2961231376799035,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,4,1,pi1,label,32962016,7146871,7081466,65405,0.19842536330302127,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,4,2,pi2,full,58742117,12789569,12547270,242299,0.41247917571646253,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,4,2,pi2,label,32962016,7182780,7081466,101314,0.30736590868713853,,not_applicable
conversation_trace,"l1=0.01,l2x4",next_use,4,3,pi3,full,58742117,12672849,12547270,125579,0.21378017411255368,0.021592210104920795,same
conversation_trace,"l1=0.01,l2x4",next_use,4,3,pi3,label,32962016,7173801,7081466,92335,0.2801254631998237,0.021592210104920795,same
conversation_trace,"l1=0.02,l2x1",binary,0,0,pi0,full,58742117,10811483,10811483,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,0,0,pi0,label,32962016,6230290,6230290,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,0,1,pi1,full,58742117,9958247,10811483,-853236,-1.4525114918823916,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,0,1,pi1,label,32962016,5730578,6230290,-499712,-1.516023777186444,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,0,2,pi2,full,58742117,9981019,10811483,-830464,-1.4137454392391067,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,0,2,pi2,label,32962016,5773074,6230290,-457216,-1.3870996240035804,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,0,3,pi3,full,58742117,9815019,10811483,-996464,-1.6963365484427468,0.08110764264738468,opposite
conversation_trace,"l1=0.02,l2x1",binary,0,3,pi3,label,32962016,5718802,6230290,-511488,-1.5517497473455506,0.08110764264738468,opposite
conversation_trace,"l1=0.02,l2x1",binary,1,0,pi0,full,58742117,10810459,10810459,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,1,0,pi0,label,32962016,6216978,6216978,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,1,1,pi1,full,58742117,10034535,10810459,-775924,-1.320898938660995,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,1,1,pi1,label,32962016,5868306,6216978,-348672,-1.0577993773196397,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,1,2,pi2,full,58742117,9994731,10810459,-815728,-1.3886595200510052,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,1,2,pi2,label,32962016,5807890,6216978,-409088,-1.2410891372663613,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,1,3,pi3,full,58742117,9865164,10810459,-945295,-1.6092286902087645,0.08035834078318638,opposite
conversation_trace,"l1=0.02,l2x1",binary,1,3,pi3,label,32962016,5736691,6216978,-480287,-1.4570923089170273,0.08035834078318638,opposite
conversation_trace,"l1=0.02,l2x1",binary,2,0,pi0,full,58742117,10859099,10859099,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,2,0,pi0,label,32962016,6226194,6226194,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,2,1,pi1,full,58742117,9960659,10859099,-898440,-1.5294647961019179,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,2,1,pi1,label,32962016,5804670,6226194,-421524,-1.2788174121388691,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,2,2,pi2,full,58742117,10033131,10859099,-825968,-1.4060916463054949,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,2,2,pi2,label,32962016,5838610,6226194,-387584,-1.1758504091497317,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,2,3,pi3,full,58742117,9923563,10859099,-935536,-1.5926153972285337,0.0828127354642696,opposite
conversation_trace,"l1=0.02,l2x1",binary,2,3,pi3,label,32962016,5749522,6226194,-476672,-1.4461251399186263,0.0828127354642696,opposite
conversation_trace,"l1=0.02,l2x1",binary,3,0,pi0,full,58742117,10830427,10830427,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,3,0,pi0,label,32962016,6214418,6214418,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,3,1,pi1,full,58742117,10096456,10830427,-733971,-1.2494799940560535,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,3,1,pi1,label,32962016,5834483,6214418,-379935,-1.152644911039422,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,3,2,pi2,full,58742117,9981019,10830427,-849408,-1.4459948728099126,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,3,2,pi2,label,32962016,5729554,6214418,-484864,-1.4709779887249614,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,3,3,pi3,full,58742117,9970155,10830427,-860272,-1.4644892692580351,0.08255476673897111,opposite
conversation_trace,"l1=0.02,l2x1",binary,3,3,pi3,label,32962016,5790994,6214418,-423424,-1.2845816226774478,0.08255476673897111,opposite
conversation_trace,"l1=0.02,l2x1",binary,4,0,pi0,full,58742117,10772059,10772059,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,4,0,pi0,label,32962016,6207250,6207250,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,4,1,pi1,full,58742117,10103275,10772059,-668784,-1.1385085082990796,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,4,1,pi1,label,32962016,5846290,6207250,-360960,-1.0950786505291423,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,4,2,pi2,full,58742117,10265067,10772059,-506992,-0.8630809134781438,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,4,2,pi2,label,32962016,5841682,6207250,-365568,-1.109058377982706,,not_applicable
conversation_trace,"l1=0.02,l2x1",binary,4,3,pi3,full,58742117,9856491,10772059,-915568,-1.558622751032279,0.0843236093327514,opposite
conversation_trace,"l1=0.02,l2x1",binary,4,3,pi3,label,32962016,5697810,6207250,-509440,-1.545536535143967,0.0843236093327514,opposite
conversation_trace,"l1=0.02,l2x1",next_use,0,0,pi0,full,58742117,10615787,10615787,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,0,0,pi0,label,32962016,6053650,6053650,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,0,1,pi1,full,58742117,11010027,10615787,394240,0.6711368607978497,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,0,1,pi1,label,32962016,6210834,6053650,157184,0.4768640364715556,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,0,2,pi2,full,58742117,10947051,10615787,331264,0.5639292843327386,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,0,2,pi2,label,32962016,6164754,6053650,111104,0.33706676193592044,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,0,3,pi3,full,58742117,10923499,10615787,307712,0.5238353939474125,0.01116882969009425,same
conversation_trace,"l1=0.02,l2x1",next_use,0,3,pi3,label,32962016,6168850,6053650,115200,0.349493186339088,0.01116882969009425,same
conversation_trace,"l1=0.02,l2x1",next_use,1,0,pi0,full,58742117,10691563,10691563,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,1,0,pi0,label,32962016,6062354,6062354,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,1,1,pi1,full,58742117,10842603,10691563,151040,0.25712386225372164,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,1,1,pi1,label,32962016,6164754,6062354,102400,0.3106606100791893,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,1,2,pi2,full,58742117,11108843,10691563,417280,0.7103591448704513,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,1,2,pi2,label,32962016,6235410,6062354,173056,0.52501643103383,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,1,3,pi3,full,58742117,10913259,10691563,221696,0.3774055334096999,0.010910307524835378,same
conversation_trace,"l1=0.02,l2x1",next_use,1,3,pi3,label,32962016,6186770,6062354,124416,0.377452641246215,0.010910307524835378,same
conversation_trace,"l1=0.02,l2x1",next_use,2,0,pi0,full,58742117,10650091,10650091,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,2,0,pi0,label,32962016,6071058,6071058,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,2,1,pi1,full,58742117,10910699,10650091,260608,0.4436476131767604,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,2,1,pi1,label,32962016,6146322,6071058,75264,0.22833554840820416,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,2,2,pi2,full,58742117,10962411,10650091,312320,0.5316798507619329,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,2,2,pi2,label,32962016,6211858,6071058,140800,0.4271583388588853,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,2,3,pi3,full,58742117,10903019,10650091,252928,0.4305735184858932,0.007234093186519658,same
conversation_trace,"l1=0.02,l2x1",next_use,2,3,pi3,label,32962016,6194450,6071058,123392,0.37434603514542314,0.007234093186519658,same
conversation_trace,"l1=0.02,l2x1",next_use,3,0,pi0,full,58742117,10637803,10637803,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,3,0,pi0,label,32962016,6042898,6042898,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,3,1,pi1,full,58742117,10968423,10637803,330620,0.5628329670175148,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,3,1,pi1,label,32962016,6217490,6042898,174592,0.5296763401850179,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,3,2,pi2,full,58742117,11033579,10637803,395776,0.6737516797360231,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,3,2,pi2,label,32962016,6241042,6042898,198144,0.6011282805032313,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,3,3,pi3,full,58742117,11016171,10637803,378368,0.6441170651033908,0.013329796796543003,same
conversation_trace,"l1=0.02,l2x1",next_use,3,3,pi3,label,32962016,6204178,6042898,161280,0.4892904608747232,0.013329796796543003,same
conversation_trace,"l1=0.02,l2x1",next_use,4,0,pi0,full,58742117,10548715,10548715,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,4,0,pi0,label,32962016,6058258,6058258,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,4,1,pi1,full,58742117,10879467,10548715,330752,0.5630576780200142,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,4,1,pi1,label,32962016,6173970,6058258,115712,0.35104648938948396,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,4,2,pi2,full,58742117,10884587,10548715,335872,0.571773741147259,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,4,2,pi2,label,32962016,6188818,6058258,130560,0.3960922778509664,,not_applicable
conversation_trace,"l1=0.02,l2x1",next_use,4,3,pi3,full,58742117,11085795,10548715,537080,0.9143014031993433,0.013703577161989444,same
conversation_trace,"l1=0.02,l2x1",next_use,4,3,pi3,label,32962016,6250770,6058258,192512,0.5840419469488759,0.013703577161989444,same
conversation_trace,"l1=0.02,l2x4",binary,0,0,pi0,full,58742117,17786624,17786624,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x4",binary,0,0,pi0,label,32962016,9828401,9828401,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x4",binary,0,1,pi1,full,58742117,17751844,17786624,-34780,-0.059207944446401206,,not_applicable
conversation_trace,"l1=0.02,l2x4",binary,0,1,pi1,label,32962016,9956641,9828401,128240,0.3890538734038598,,not_applicable
conversation_trace,"l1=0.02,l2x4",binary,0,2,pi2,full,58742117,17617345,17786624,-169279,-0.2881731347884517,,not_applicable
conversation_trace,"l1=0.02,l2x4",binary,0,2,pi2,label,32962016,9899271,9828401,70870,0.21500505308898582,,not_applicable
conversation_trace,"l1=0.02,l2x4",binary,0,3,pi3,full,58742117,17714385,17786624,-72239,-0.12297650082989008,0.01985041915707597,opposite
conversation_trace,"l1=0.02,l2x4",binary,0,3,pi3,label,32962016,9903822,9828401,75421,0.22881185422639197,0.01985041915707597,same
conversation_trace,"l1=0.02,l2x4",binary,1,0,pi0,full,58742117,17749496,17749496,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x4",binary,1,0,pi0,label,32962016,9798334,9798334,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x4",binary,1,1,pi1,full,58742117,17745022,17749496,-4474,-0.007616341099861961,,not_applicable
conversation_trace,"l1=0.02,l2x4",binary,1,1,pi1,label,32962016,9943675,9798334,145341,0.4409348020460884,,not_applicable
conversation_trace,"l1=0.02,l2x4",binary,1,2,pi2,full,58742117,17688622,17749496,-60874,-0.10362922398591798,,not_applicable
conversation_trace,"l1=0.02,l2x4",binary,1,2,pi2,label,32962016,9903250,9798334,104916,0.3182936383502757,,not_applicable
conversation_trace,"l1=0.02,l2x4",binary,1,3,pi3,full,58742117,17738051,17749496,-11445,-0.019483465330335303,0.0192144759116748,opposite
conversation_trace,"l1=0.02,l2x4",binary,1,3,pi3,label,32962016,9915086,9798334,116752,0.3542016362106007,0.0192144759116748,same
conversation_trace,"l1=0.02,l2x4",binary,2,0,pi0,full,58742117,17773043,17773043,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x4",binary,2,0,pi0,label,32962016,9808945,9808945,0,0.0,,not_applicable
conversation_trace,"l1=0.02,l2x4",binary,2,1,pi1,full,58742117,17699235,17773043,-73808,-0.12564749751868834,,not_applicable
conversation_trace,"l1=0.02,l2x4",binary,2,1,pi1,label,32962016,9900960,9808945,92015,0.27915464879332624,,not_applicable
