trace,l1_fraction,l2_multiplier,cell,target,seed,left_variant,right_variant,comparison,measured_requests,requested_tokens,left_avoided_tokens,right_avoided_tokens,saved_requests,lost_requests,unchanged_requests,differing_requests,saved_tokens,lost_tokens,net_avoided_tokens,net_fraction_of_input,net_input_percentage_points,best_heap_arm,best_heap_avoided_tokens,left_delta_vs_best_heap_tokens,best_sampled_arm,best_sampled_avoided_tokens,left_delta_vs_best_sampled_tokens,offline_avoided_tokens
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,direct_child,all,direct_child-all,9997,83026370,30344164,30326648,34,17,9946,51,35948,18432,17516,0.00021096911740209768,0.021096911740209768,lfu,30932586,-588422,lfu_s,30566692,-222528,34821090
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,direct_child,all,direct_child-all,9997,83026370,30339044,30324196,31,26,9940,57,48640,33792,14848,0.00017883474852628146,0.01788347485262815,lfu,30932586,-593542,lfu_s,30557580,-218536,34821090
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,direct_child,none,direct_child-none,9997,83026370,30552668,30633564,16,48,9933,64,14848,95744,-80896,-0.0009743410436949128,-0.09743410436949128,lfu,30932586,-379918,lfu_s,30564132,-11464,34821090
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,direct_child,none,direct_child-none,9997,83026370,30554204,30669404,15,51,9931,66,11776,126976,-115200,-0.0013875109799452872,-0.13875109799452873,lfu,30932586,-378382,lfu_s,30565264,-11060,34821090
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,direct_child,none,direct_child-none,9997,83026370,30538527,30628444,16,54,9927,70,17091,107008,-89917,-0.0010829932706921909,-0.10829932706921909,lfu,30932586,-394059,lfu_s,30574456,-35929,34821090
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,direct_child,none,direct_child-none,9997,83026370,30586460,30642268,21,45,9931,66,25088,80896,-55808,-0.0006721719858401614,-0.06721719858401613,lfu,30932586,-346126,lfu_s,30566692,19768,34821090
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,direct_child,none,direct_child-none,9997,83026370,30577756,30636636,18,46,9933,64,13824,72704,-58880,-0.0007091722786387024,-0.07091722786387024,lfu,30932586,-354830,lfu_s,30557580,20176,34821090
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,all,none,all-none,9997,83026370,30544476,30633564,13,57,9927,70,20480,109568,-89088,-0.0010730084911576888,-0.10730084911576888,lfu,30932586,-388110,lfu_s,30564132,-19656,34821090
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,all,none,all-none,9997,83026370,30543778,30669404,18,52,9927,70,15174,140800,-125626,-0.0015130855413767938,-0.15130855413767938,lfu,30932586,-388808,lfu_s,30565264,-21486,34821090
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,all,none,all-none,9997,83026370,30551132,30628444,16,55,9926,71,14336,91648,-77312,-0.0009311740354299484,-0.09311740354299483,lfu,30932586,-381454,lfu_s,30574456,-23324,34821090
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,all,none,all-none,9997,83026370,30542856,30642268,19,48,9930,67,17836,117248,-99412,-0.001197354527242369,-0.11973545272423688,lfu,30932586,-389730,lfu_s,30566692,-23836,34821090
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,all,none,all-none,9997,83026370,30550108,30636636,15,51,9931,66,16896,103424,-86528,-0.0010421749138255713,-0.10421749138255713,lfu,30932586,-382478,lfu_s,30557580,-7472,34821090
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,direct_child,all,direct_child-all,9997,83026370,30552668,30544476,38,24,9935,62,50176,41984,8192,9.866744746277599e-05,0.009866744746277599,lfu,30932586,-379918,lfu_s,30564132,-11464,34821090
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,direct_child,all,direct_child-all,9997,83026370,30554204,30543778,30,37,9930,67,59904,49478,10426,0.00012557456143150663,0.012557456143150665,lfu,30932586,-378382,lfu_s,30565264,-11060,34821090
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,direct_child,all,direct_child-all,9997,83026370,30538527,30551132,29,31,9937,60,39619,52224,-12605,-0.00015181923526224258,-0.015181923526224259,lfu,30932586,-394059,lfu_s,30574456,-35929,34821090
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,direct_child,all,direct_child-all,9997,83026370,30586460,30542856,33,21,9943,54,60928,17324,43604,0.0005251825414022075,0.05251825414022075,lfu,30932586,-346126,lfu_s,30566692,19768,34821090
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,direct_child,all,direct_child-all,9997,83026370,30577756,30550108,43,26,9928,69,65536,37888,27648,0.0003330026351868689,0.033300263518686896,lfu,30932586,-354830,lfu_s,30557580,20176,34821090
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,direct_child,none,direct_child-none,9997,83026370,38431591,38454454,196,173,9628,369,295089,317952,-22863,-0.000275370343181329,-0.0275370343181329,lru_2hit,40318275,-1886684,lru_2hit_s,39692580,-1260989,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,direct_child,none,direct_child-none,9997,83026370,38272729,38491152,196,196,9605,392,236544,454967,-218423,-0.002630766586567617,-0.2630766586567617,lru_2hit,40318275,-2045546,lru_2hit_s,39681859,-1409130,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,direct_child,none,direct_child-none,9997,83026370,38376207,38485620,184,191,9622,375,255647,365060,-109413,-0.0013178102330620983,-0.13178102330620983,lru_2hit,40318275,-1942068,lru_2hit_s,39568195,-1191988,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,direct_child,none,direct_child-none,9997,83026370,38326465,38438085,200,187,9610,387,289792,401412,-111620,-0.0013443921491449041,-0.13443921491449043,lru_2hit,40318275,-1991810,lru_2hit_s,39611051,-1284586,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,direct_child,none,direct_child-none,9997,83026370,38266392,38480605,175,202,9620,377,244027,458240,-214213,-0.002580059805095658,-0.2580059805095658,lru_2hit,40318275,-2051883,lru_2hit_s,39556931,-1290539,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,all,none,all-none,9997,83026370,38385457,38454454,218,182,9597,400,313467,382464,-68997,-0.0008310251309312933,-0.08310251309312933,lru_2hit,40318275,-1932818,lru_2hit_s,39692580,-1307123,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,all,none,all-none,9997,83026370,38375506,38491152,187,193,9617,380,222093,337739,-115646,-0.0013928827672461171,-0.13928827672461172,lru_2hit,40318275,-1942769,lru_2hit_s,39681859,-1306353,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,all,none,all-none,9997,83026370,38308957,38485620,171,212,9614,383,256916,433579,-176663,-0.0021277938563374504,-0.21277938563374504,lru_2hit,40318275,-2009318,lru_2hit_s,39568195,-1259238,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,all,none,all-none,9997,83026370,38334799,38438085,201,188,9608,389,323210,426496,-103286,-0.0012440144016894873,-0.12440144016894873,lru_2hit,40318275,-1983476,lru_2hit_s,39611051,-1276252,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,all,none,all-none,9997,83026370,38311943,38480605,186,213,9598,399,236866,405528,-168662,-0.0020314268828084377,-0.20314268828084378,lru_2hit,40318275,-2006332,lru_2hit_s,39556931,-1244988,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,direct_child,all,direct_child-all,9997,83026370,38431591,38385457,191,201,9605,392,371889,325755,46134,0.0005556547877499643,0.05556547877499642,lru_2hit,40318275,-1886684,lru_2hit_s,39692580,-1260989,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,direct_child,all,direct_child-all,9997,83026370,38272729,38375506,205,185,9607,390,309780,412557,-102777,-0.0012378838193215,-0.12378838193214999,lru_2hit,40318275,-2045546,lru_2hit_s,39681859,-1409130,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,direct_child,all,direct_child-all,9997,83026370,38376207,38308957,211,185,9601,396,371786,304536,67250,0.0008099836232753521,0.08099836232753521,lru_2hit,40318275,-1942068,lru_2hit_s,39568195,-1191988,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,direct_child,all,direct_child-all,9997,83026370,38326465,38334799,194,194,9609,388,334336,342670,-8334,-0.00010037774745541687,-0.010037774745541687,lru_2hit,40318275,-1991810,lru_2hit_s,39611051,-1284586,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,direct_child,all,direct_child-all,9997,83026370,38266392,38311943,198,202,9597,400,306712,352263,-45551,-0.0005486329222872203,-0.05486329222872203,lru_2hit,40318275,-2051883,lru_2hit_s,39556931,-1290539,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,direct_child,none,direct_child-none,9997,83026370,39306556,39170918,221,218,9558,439,539898,404260,135638,0.0016336737352241222,0.1633673735224122,lru_2hit,40318275,-1011719,lru_2hit_s,39692580,-386024,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,direct_child,none,direct_child-none,9997,83026370,39158736,39168218,218,219,9560,437,449536,459018,-9482,-0.00011420467979028832,-0.011420467979028832,lru_2hit,40318275,-1159539,lru_2hit_s,39681859,-523123,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,direct_child,none,direct_child-none,9997,83026370,39201009,39209624,220,225,9552,445,425984,434599,-8615,-0.00010376221434226258,-0.010376221434226259,lru_2hit,40318275,-1117266,lru_2hit_s,39568195,-367186,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,direct_child,none,direct_child-none,9997,83026370,39102938,39168370,227,218,9552,445,392192,457624,-65432,-0.0007880869656230906,-0.07880869656230906,lru_2hit,40318275,-1215337,lru_2hit_s,39611051,-508113,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,direct_child,none,direct_child-none,9997,83026370,39195925,39205900,243,237,9517,480,460683,470658,-9975,-0.00012014255229995,-0.012014255229995,lru_2hit,40318275,-1122350,lru_2hit_s,39556931,-361006,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,all,none,all-none,9997,83026370,39206695,39170918,206,231,9560,437,462703,426926,35777,0.00043091128758248736,0.043091128758248734,lru_2hit,40318275,-1111580,lru_2hit_s,39692580,-485885,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,all,none,all-none,9997,83026370,39221478,39168218,220,223,9554,443,487966,434706,53260,0.0006414829409017882,0.06414829409017882,lru_2hit,40318275,-1096797,lru_2hit_s,39681859,-460381,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,all,none,all-none,9997,83026370,39244473,39209624,224,221,9552,445,467456,432607,34849,0.00041973411579959474,0.04197341157995948,lru_2hit,40318275,-1073802,lru_2hit_s,39568195,-323722,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,all,none,all-none,9997,83026370,39145217,39168370,233,219,9545,452,458535,481688,-23153,-0.00027886320936348295,-0.027886320936348297,lru_2hit,40318275,-1173058,lru_2hit_s,39611051,-465834,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,all,none,all-none,9997,83026370,39173288,39205900,215,223,9559,438,440476,473088,-32612,-0.000392790868732428,-0.0392790868732428,lru_2hit,40318275,-1144987,lru_2hit_s,39556931,-383643,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,direct_child,all,direct_child-all,9997,83026370,39306556,39206695,185,173,9639,358,417031,317170,99861,0.0012027624476416347,0.12027624476416349,lru_2hit,40318275,-1011719,lru_2hit_s,39692580,-386024,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,direct_child,all,direct_child-all,9997,83026370,39158736,39221478,70,78,9849,148,125952,188694,-62742,-0.0007556876206920765,-0.07556876206920765,lru_2hit,40318275,-1159539,lru_2hit_s,39681859,-523123,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,direct_child,all,direct_child-all,9997,83026370,39201009,39244473,69,66,9862,135,130560,174024,-43464,-0.0005234963301418574,-0.052349633014185736,lru_2hit,40318275,-1117266,lru_2hit_s,39568195,-367186,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,direct_child,all,direct_child-all,9997,83026370,39102938,39145217,86,84,9827,170,159232,201511,-42279,-0.0005092237562596076,-0.05092237562596076,lru_2hit,40318275,-1215337,lru_2hit_s,39611051,-508113,49154186
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,direct_child,all,direct_child-all,9997,83026370,39195925,39173288,212,210,9575,422,442763,420126,22637,0.000272648316432478,0.027264831643247802,lru_2hit,40318275,-1122350,lru_2hit_s,39556931,-361006,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,0,direct_child,none,direct_child-none,9997,83026370,36902359,36374819,451,192,9354,643,915124,387584,527540,0.006353884916322368,0.6353884916322369,lru,44875616,-7973257,lru_s,43880023,-6977664,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,1,direct_child,none,direct_child-none,9997,83026370,36826694,36364686,437,177,9383,614,826596,364588,462008,0.005564593514084742,0.5564593514084742,lru,44875616,-8048922,lru_s,43760238,-6933544,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,2,direct_child,none,direct_child-none,9997,83026370,37076044,36437881,450,178,9369,628,974551,336388,638163,0.00768626883242035,0.768626883242035,lru,44875616,-7799572,lru_s,43824238,-6748194,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,3,direct_child,none,direct_child-none,9997,83026370,36909014,36423085,438,180,9379,618,857641,371712,485929,0.005852706796647861,0.585270679664786,lru,44875616,-7966602,lru_s,43935944,-7026930,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,4,direct_child,none,direct_child-none,9997,83026370,36909571,36431722,465,180,9352,645,886896,409047,477849,0.005755388318193364,0.5755388318193364,lru,44875616,-7966045,lru_s,43870943,-6961372,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,0,all,none,all-none,9997,83026370,36908660,36374819,449,187,9361,636,914657,380816,533841,0.006429776467404271,0.6429776467404271,lru,44875616,-7966956,lru_s,43880023,-6971363,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,1,all,none,all-none,9997,83026370,37143092,36364686,485,173,9339,658,1045265,266859,778406,0.009375406873743847,0.9375406873743848,lru,44875616,-7732524,lru_s,43760238,-6617146,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,2,all,none,all-none,9997,83026370,37014628,36437881,476,181,9340,657,895809,319062,576747,0.006946552041237019,0.6946552041237019,lru,44875616,-7860988,lru_s,43824238,-6809610,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,3,all,none,all-none,9997,83026370,37004371,36423085,457,164,9376,621,946854,365568,581286,0.007001221419170801,0.7001221419170801,lru,44875616,-7871245,lru_s,43935944,-6931573,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,4,all,none,all-none,9997,83026370,37125661,36431722,470,169,9358,639,1021178,327239,693939,0.00835805539854386,0.835805539854386,lru,44875616,-7749955,lru_s,43870943,-6745282,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,0,direct_child,all,direct_child-all,9997,83026370,36902359,36908660,344,354,9299,698,637908,644209,-6301,-7.589155108190325e-05,-0.007589155108190326,lru,44875616,-7973257,lru_s,43880023,-6977664,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,1,direct_child,all,direct_child-all,9997,83026370,36826694,37143092,303,357,9337,660,439505,755903,-316398,-0.003810813359659106,-0.3810813359659106,lru,44875616,-8048922,lru_s,43760238,-6933544,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,2,direct_child,all,direct_child-all,9997,83026370,37076044,37014628,311,354,9332,665,641106,579690,61416,0.0007397167911833313,0.07397167911833313,lru,44875616,-7799572,lru_s,43824238,-6748194,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,3,direct_child,all,direct_child-all,9997,83026370,36909014,37004371,292,354,9351,646,541700,637057,-95357,-0.0011485146225229405,-0.11485146225229406,lru,44875616,-7966602,lru_s,43935944,-7026930,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,4,direct_child,all,direct_child-all,9997,83026370,36909571,37125661,299,336,9362,635,464466,680556,-216090,-0.0026026670803504957,-0.2602667080350496,lru,44875616,-7966045,lru_s,43870943,-6961372,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,0,direct_child,none,direct_child-none,9997,83026370,36456907,35907540,514,233,9250,747,993129,443762,549367,0.006616777296177106,0.6616777296177107,lru,44875616,-8418709,lru_s,43880023,-7423116,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,1,direct_child,none,direct_child-none,9997,83026370,36484463,35899206,511,198,9288,709,944023,358766,585257,0.007049049597134019,0.704904959713402,lru,44875616,-8391153,lru_s,43760238,-7275775,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,2,direct_child,none,direct_child-none,9997,83026370,36389335,35987018,504,214,9279,718,947077,544760,402317,0.004845653254502154,0.4845653254502154,lru,44875616,-8486281,lru_s,43824238,-7434903,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,3,direct_child,none,direct_child-none,9997,83026370,36543790,35915220,503,215,9279,718,1041004,412434,628570,0.007570727227987927,0.7570727227987927,lru,44875616,-8331826,lru_s,43935944,-7392154,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,4,direct_child,none,direct_child-none,9997,83026370,36420704,35963494,514,228,9255,742,930678,473468,457210,0.0055068046453193124,0.5506804645319312,lru,44875616,-8454912,lru_s,43870943,-7450239,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,0,all,none,all-none,9997,83026370,36421200,35907540,533,213,9251,746,971114,457454,513660,0.006186709114224794,0.6186709114224794,lru,44875616,-8454416,lru_s,43880023,-7458823,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,1,all,none,all-none,9997,83026370,36359218,35899206,530,221,9246,751,947290,487278,460012,0.005540552959258606,0.5540552959258607,lru,44875616,-8516398,lru_s,43760238,-7401020,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,2,all,none,all-none,9997,83026370,36396598,35987018,530,230,9237,760,985960,576380,409580,0.004933131485815892,0.4933131485815892,lru,44875616,-8479018,lru_s,43824238,-7427640,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,3,all,none,all-none,9997,83026370,36477436,35915220,555,216,9226,771,1046954,484738,562216,0.006771535356778816,0.6771535356778816,lru,44875616,-8398180,lru_s,43935944,-7458508,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,4,all,none,all-none,9997,83026370,36517483,35963494,514,227,9256,741,985093,431104,553989,0.006672446356500952,0.6672446356500953,lru,44875616,-8358133,lru_s,43870943,-7353460,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,0,direct_child,all,direct_child-all,9997,83026370,36456907,36421200,349,407,9241,756,608490,572783,35707,0.00043006818195231224,0.04300681819523123,lru,44875616,-8418709,lru_s,43880023,-7423116,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,1,direct_child,all,direct_child-all,9997,83026370,36484463,36359218,359,376,9262,735,722301,597056,125245,0.0015084966378754124,0.15084966378754122,lru,44875616,-8391153,lru_s,43760238,-7275775,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,2,direct_child,all,direct_child-all,9997,83026370,36389335,36396598,367,407,9223,774,635629,642892,-7263,-8.747823131373804e-05,-0.008747823131373803,lru,44875616,-8486281,lru_s,43824238,-7434903,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,3,direct_child,all,direct_child-all,9997,83026370,36543790,36477436,369,402,9226,771,695808,629454,66354,0.000799191871209111,0.0799191871209111,lru,44875616,-8331826,lru_s,43935944,-7392154,49154186
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,4,direct_child,all,direct_child-all,9997,83026370,36420704,36517483,369,379,9249,748,564206,660985,-96779,-0.0011656417111816403,-0.11656417111816403,lru,44875616,-8454912,lru_s,43870943,-7450239,49154186
