trace,l1_fraction,l2_multiplier,cell,target,seed,arm,variant,requested_tokens,measured_requests,l1_avoided_tokens,l2_avoided_tokens,avoided_prefill_tokens,l2_present_unusable_tokens,attribution_measured_requests,fully_served_requests,beyond_prefix_tokens,beyond_prefix_blocks,l2_hit_tokens,l2_hit_blocks_checked,downstream_absent_tokens,downstream_absent_blocks,unexplained_states,unexplained_after_promotion,root_rejected_tokens,root_rejected_blocks,unusable_after_rejected_tokens,unusable_after_rejected_blocks,absent_rejected_tokens,absent_rejected_blocks,downstream_rejected_tokens,downstream_rejected_blocks,root_evicted_tokens,root_evicted_blocks,unusable_after_evicted_tokens,unusable_after_evicted_blocks,absent_evicted_tokens,absent_evicted_blocks,downstream_evicted_tokens,downstream_evicted_blocks,root_compulsory_tokens,root_compulsory_blocks,unusable_after_compulsory_tokens,unusable_after_compulsory_blocks,absent_compulsory_tokens,absent_compulsory_blocks,downstream_compulsory_tokens,downstream_compulsory_blocks,root_unexplained_tokens,root_unexplained_blocks,unusable_after_unexplained_tokens,unusable_after_unexplained_blocks,absent_unexplained_tokens,absent_unexplained_blocks,downstream_unexplained_tokens,downstream_unexplained_blocks,root_loss_tokens,unusable_tokens,decision_loss_tokens,absent_loss_tokens,perblock_decision_loss_tokens,removal_rejections,removal_rejections_window,removal_promotions,resident_evictions,resident_evictions_window,evictions_with_orphans,evictions_with_orphans_window,share_evictions_with_orphans,share_evictions_with_orphans_window,orphaned_blocks,orphaned_blocks_window,orphaned_bytes,orphaned_bytes_window,orphaned_blocks_per_eviction
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,B,all,58742117,5183,3218284,8477354,11695638,1746432,5183,31,55523833,110893,8477354,16566,42773029,85764,0,0,0,0,0,0,0,0,0,0,702410,1379,1746432,3411,10261419,20057,9559009,18678,1824608,3773,0,0,35038628,70859,33214020,67086,0,0,0,0,0,0,0,0,2527018,1746432,2448842,45300047,12007851,0,0,46568,217556,90929,98282,41226,0.45175495044953945,0.4533867083108799,434370,184226,451715870720,191572561920,1.9965893838827704
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,B,all,58742117,5183,3218284,8529013,11747297,1705984,5183,33,55523833,110893,8529013,16668,42763494,85743,0,0,0,0,0,0,0,0,0,0,705972,1385,1705984,3332,10250208,20034,9544236,18649,1819370,3765,0,0,35038628,70859,33219258,67094,0,0,0,0,0,0,0,0,2525342,1705984,2411956,45288836,11956192,0,0,46603,217519,90905,98105,41217,0.4510180719845163,0.45340740333315,432870,182519,450176937984,189745596416,1.9900330545837375
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,B,all,58742117,5183,3218284,8611586,11829870,1642496,5183,32,55523833,110893,8611586,16828,42743052,85706,0,0,0,0,0,0,0,0,0,0,708348,1390,1642496,3208,10231123,19998,9522775,18608,1818351,3761,0,0,35038628,70859,33220277,67098,0,0,0,0,0,0,0,0,2526699,1642496,2350844,45269751,11873619,0,0,46654,217470,90874,98071,41177,0.4509633512668414,0.4531219050553514,435712,185596,453120468992,192984635392,2.003549914930795
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,B,direct_child,58742117,5183,3218284,8575882,11794166,1641208,5183,33,55523833,110893,8575882,16759,42781050,85778,0,0,0,0,0,0,116,1,116,1,707201,1387,1641208,3206,10267999,20068,9560798,18681,1818492,3763,0,0,35038628,70859,33220136,67096,0,0,0,0,0,0,0,0,2525693,1641208,2348409,45306743,11909323,13,13,46600,217511,90932,98131,41182,0.45115419450050803,0.4528878722561914,434245,185448,451518978048,192792152064,1.9964277668715604
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,B,direct_child,58742117,5183,3218284,8493537,11711821,1707021,5183,29,55523833,110893,8493537,16597,42795049,85806,0,0,0,0,0,0,0,0,0,0,710407,1393,1707021,3336,10284647,20101,9574240,18708,1817819,3761,0,0,35038628,70859,33220809,67098,0,0,0,0,0,0,0,0,2528226,1707021,2417428,45323275,11991668,18,17,46552,217553,90959,98021,41077,0.45056147237684613,0.4515990721094119,434436,183987,451807438848,191308242944,1.9969202906877863
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,B,direct_child,58742117,5183,3218284,8532488,11750772,1678866,5183,33,55523833,110893,8532488,16675,42786245,85788,0,0,0,0,0,0,0,0,0,0,705986,1384,1678866,3280,10273851,20079,9567865,18695,1820248,3766,0,0,35038628,70859,33218380,67093,0,0,0,0,0,0,0,0,2526234,1678866,2384852,45312479,11952717,14,14,46546,217564,90937,98312,41256,0.4518762295232667,0.4536767212465773,433460,183316,450748080128,190604771328,1.9923332904340791
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,B,direct_child,58742117,5183,3218284,8555225,11773509,1677842,5183,29,55523833,110893,8555225,16718,42762891,85743,0,0,0,0,0,0,0,0,0,0,705980,1387,1677842,3278,10252138,20038,9546158,18651,1821895,3767,0,0,35038628,70859,33216733,67092,0,0,0,0,0,0,0,0,2527875,1677842,2383822,45290766,11929980,12,11,46635,217479,90903,97813,41022,0.44975836747456077,0.45127223523976107,434154,182985,451599988736,190267228160,1.9963030913329562
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,B,direct_child,58742117,5183,3218284,8643111,11861395,1579520,5183,32,55523833,110893,8643111,16891,42774775,85766,0,0,0,0,0,0,0,0,0,0,703665,1380,1579520,3085,10262574,20058,9558909,18678,1822762,3771,0,0,35038628,70859,33215866,67088,0,0,0,0,0,0,0,0,2526427,1579520,2283185,45301202,11842094,15,15,46594,217516,90920,98000,41106,0.4505415693558175,0.45211174659040915,433091,182975,450384553984,190248720384,1.9910765185089832
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,B,none,58742117,5183,3218284,8559229,11777513,1692143,5183,32,55523833,110893,8559229,16727,42745403,85709,0,0,0,0,0,0,512,1,512,1,707532,1387,1692143,3306,10233321,20000,9525789,18613,1819526,3764,0,0,35038628,70859,33219102,67095,0,0,0,0,0,0,0,0,2527058,1692143,2399675,45272461,11925976,36,35,46693,217396,90845,98083,41092,0.4511720546836188,0.4523308932797622,434522,184712,451935756288,192117075968,1.9987580268266205
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,B,none,58742117,5183,3218284,8669036,11887320,1586206,5183,30,55523833,110893,8669036,16940,42742021,85701,0,0,0,0,0,0,1024,2,1024,2,707579,1388,1586206,3099,10228939,19993,9521360,18605,1818991,3765,0,0,35038628,70859,33219637,67094,0,0,0,0,0,0,0,0,2526570,1586206,2293785,45268591,11816169,30,29,46636,217458,90843,98090,41129,0.4510756100028511,0.45274814790352585,431215,183899,448397846528,191177117696,1.9829806215453099
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,B,none,58742117,5183,3218284,8514056,11732340,1691666,5183,33,55523833,110893,8514056,16639,42790775,85799,0,0,0,0,0,0,512,1,512,1,707935,1387,1691666,3305,10278971,20089,9571036,18702,1819401,3763,0,0,35038628,70859,33219227,67096,0,0,0,0,0,0,0,0,2527336,1691666,2399601,45318111,11971149,40,39,46556,217531,90928,98289,41308,0.45183904822760895,0.45429350695055426,432984,183117,450348433408,190440292352,1.9904473385402541
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,B,none,58742117,5183,3218284,8562109,11780393,1655296,5183,32,55523833,110893,8562109,16733,42778408,85776,0,0,0,0,0,0,0,0,0,0,705731,1383,1655296,3233,10267800,20068,9562069,18685,1822289,3768,0,0,35038628,70859,33216339,67091,0,0,0,0,0,0,0,0,2528020,1655296,2361027,45306428,11923096,29,28,46570,217527,90913,98197,41298,0.4514244208764889,0.4542584668859239,432995,184512,450281379840,191878420480,1.9905345083598818
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,B,none,58742117,5183,3218284,8580165,11798449,1636789,5183,33,55523833,110893,8580165,16769,42780023,85777,0,0,0,0,0,0,512,1,512,1,703827,1380,1636789,3197,10267739,20067,9563912,18687,1823029,3770,0,0,35038628,70859,33215599,67089,0,0,0,0,0,0,0,0,2526856,1636789,2340616,45306879,11905040,28,26,46633,217462,90916,98161,41244,0.4513938067340501,0.45364952263627967,432047,184052,449323835392,191402086400,1.9867701023627116
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,0,B,all,58742117,5183,4770907,5944905,10715812,3384401,5183,26,53971210,107855,5944905,11612,42106790,84474,0,0,0,0,0,0,0,0,0,0,805637,1579,3384401,6612,9603276,18772,8797639,17193,1729477,3578,0,0,35038628,70859,33309151,67281,0,0,0,0,0,0,0,0,2535114,3384401,4190038,44641904,12987677,0,0,46739,200650,89623,97248,43113,0.4846648392723648,0.4810483915959073,429134,185633,443361288192,191614636032,2.138719162721156
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,1,B,all,58742117,5183,4770907,5999170,10770077,3393238,5183,29,53971210,107855,5999170,11719,42045865,84354,0,0,0,0,0,0,0,0,0,0,797363,1563,3393238,6628,9540174,18649,8742811,17086,1735574,3591,0,0,35038628,70859,33303054,67268,0,0,0,0,0,0,0,0,2532937,3393238,4190601,44578802,12933412,0,0,46963,200420,89506,97200,43139,0.48498153876858596,0.4819676893169173,431964,186903,446278991872,192908314624,2.1552938828460233
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,2,B,all,58742117,5183,4770907,5883466,10654373,3411700,5183,29,53971210,107855,5883466,11494,42139068,84542,0,0,0,0,0,0,0,0,0,0,805641,1577,3411700,6665,9637416,18837,8831775,17260,1731335,3577,0,0,35038628,70859,33307293,67282,0,0,0,0,0,0,0,0,2536976,3411700,4217341,44676044,13049116,0,0,46715,200667,89679,97326,43258,0.4850124833679678,0.4823648791801871,430352,187186,444631341056,193211445248,2.1446077332097455
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,3,B,all,58742117,5183,4770907,6028336,10799243,3350093,5183,30,53971210,107855,6028336,11777,42060349,84381,0,0,0,0,0,0,0,0,0,0,812008,1592,3350093,6544,9554153,18675,8742145,17083,1720424,3561,0,0,35038628,70859,33318204,67298,0,0,0,0,0,0,0,0,2532432,3350093,4162101,44592781,12904246,0,0,46970,200410,89519,97252,43127,0.4852652063270296,0.4817636479406606,430040,186197,444446967808,192311654400,2.1458011077291554
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,4,B,all,58742117,5183,4770907,6051352,10822259,3270918,5183,27,53971210,107855,6051352,11820,42113397,84487,0,0,0,0,0,0,0,0,0,0,801049,1569,3270918,6392,9610312,18784,8809263,17215,1734494,3587,0,0,35038628,70859,33304134,67272,0,0,0,0,0,0,0,0,2535543,3270918,4071967,44648940,12881230,0,0,46792,200598,89635,97463,43405,0.4858622718072962,0.4842416466781949,430833,186987,445201520640,193005713408,2.1477432476894087
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,0,B,direct_child,58742117,5183,4770907,6151558,10922465,3143747,5183,28,53971210,107855,6151558,12016,42139156,84543,0,0,134870,266,2560,5,1339086,2624,1204216,2358,692309,1355,3141187,6136,8298191,16215,7605882,14860,1709570,3534,0,0,35038628,70859,33329058,67325,0,0,0,0,0,0,0,0,2536749,3143747,3970926,44675905,12781024,30251,14471,46634,170512,75211,84422,37067,0.4951088486440837,0.49284014306417945,373752,159120,389084127232,165638938624,2.191939570235526
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,1,B,direct_child,58742117,5183,4770907,5891072,10661979,3332608,5183,25,53971210,107855,5891072,11506,42210561,84682,0,0,129350,255,9728,19,1403850,2752,1274500,2497,694978,1359,3322880,6490,8305052,16229,7610074,14870,1712641,3544,0,0,35038628,70859,33325987,67315,0,0,0,0,0,0,0,0,2536969,3332608,4156936,44747530,13041510,30128,13975,46428,170846,75853,84548,37532,0.4948784285262751,0.49479915098941374,374633,160987,389941413888,167554836480,2.192811069618253
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,2,B,direct_child,58742117,5183,4770907,6004736,10775643,3269216,5183,25,53971210,107855,6004736,11728,42160811,84582,0,0,128357,253,8192,16,1269610,2490,1141253,2237,697468,1364,3261024,6371,8389020,16391,7691552,15027,1710622,3541,0,0,35038628,70859,33328006,67318,0,0,0,0,0,0,0,0,2536447,3269216,4095041,44697258,12927846,29628,14208,46491,171284,75528,84714,37221,0.49458209756894983,0.49281061328249126,376096,160882,391434717184,167446204416,2.195745078349408
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,3,B,direct_child,58742117,5183,4770907,5957632,10728539,3233236,5183,25,53971210,107855,5957632,11636,42242371,84746,0,0,121220,240,5120,10,1306729,2565,1185509,2325,699020,1367,3228116,6305,8434985,16480,7735965,15113,1717731,3551,0,0,35038628,70859,33320897,67308,0,0,0,0,0,0,0,0,2537971,3233236,4053476,44780342,12974950,29609,13824,46317,171475,76068,85065,37506,0.4960781455022598,0.4930588420886575,377674,161537,393224622080,168162004992,2.202501822423094
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,4,B,direct_child,58742117,5183,4770907,5958625,10729532,3273728,5183,28,53971210,107855,5958625,11640,42200200,84666,0,0,118598,234,0,0,1301242,2553,1182644,2319,711932,1392,3273728,6394,8398987,16409,7687055,15017,1708127,3529,0,0,35038628,70859,33330501,67330,0,0,0,0,0,0,0,0,2538657,3273728,4104258,44738857,12973957,29290,13831,46483,171629,75980,85030,37525,0.4954290941507554,0.4938799684127402,377651,161229,393162211328,167810013184,2.2003915422218854
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,0,B,none,58742117,5183,4770907,5254032,10024939,2010179,5183,26,53971210,107855,5254032,10262,44164877,88509,0,0,688966,1348,1605699,3137,9634945,18829,8945979,17481,172217,337,404480,790,2033426,3978,1861209,3641,1680939,3472,0,0,35038628,70859,33357689,67387,0,0,0,0,0,0,0,0,2542122,2010179,2871362,46706999,13678550,143582,69370,40043,63773,24278,23903,8082,0.37481379267087955,0.3328939780871571,81650,22576,85062219776,23470094336,1.2803223934894077
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,1,B,none,58742117,5183,4770907,5145356,9916263,2092080,5183,27,53971210,107855,5145356,10050,44191534,88561,0,0,699073,1367,1692720,3308,9590931,18743,8891858,17376,172001,337,399360,780,2104215,4115,1932214,3778,1671166,3452,0,0,35038628,70859,33367462,67407,0,0,0,0,0,0,0,0,2542240,2092080,2963154,46733774,13787226,143411,69355,40142,63852,24355,23746,8093,0.3718912485121844,0.33229316362143296,80704,22330,84057563136,23210405888,1.263922821524776
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,2,B,none,58742117,5183,4770907,5192080,9962987,2058337,5183,26,53971210,107855,5192080,10141,44179113,88535,0,0,680641,1331,1602145,3131,9587233,18735,8906592,17404,186205,365,456192,891,2094932,4098,1908727,3733,1674834,3461,0,0,35038628,70859,33363794,67398,0,0,0,0,0,0,0,0,2541680,2058337,2925183,46720793,13740502,143568,69442,40101,63735,24236,23754,8038,0.3726994586961638,0.33165538867799965,80943,22245,84321810432,23135223808,1.26999293951518
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,3,B,none,58742117,5183,4770907,5284752,10055659,1976862,5183,26,53971210,107855,5284752,10322,44167978,88514,0,0,680730,1332,1614878,3155,9585197,18732,8904467,17400,183993,360,361984,707,2085771,4080,1901778,3720,1676895,3465,0,0,35038628,70859,33361733,67394,0,0,0,0,0,0,0,0,2541618,1976862,2841585,46709596,13647830,143233,69350,40228,63939,24308,23960,8138,0.3747321665962871,0.3347869014316274,81239,22654,84588500992,23538526208,1.270570387400491
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,4,B,none,58742117,5183,4770907,5205504,9976411,2058240,5183,25,53971210,107855,5205504,10167,44165062,88510,0,0,682341,1335,1579008,3084,9554749,18674,8872408,17339,184393,361,479232,936,2114089,4135,1929696,3774,1675670,3462,0,0,35038628,70859,33362958,67397,0,0,0,0,0,0,0,0,2542404,2058240,2924974,46707466,13727078,143370,69317,40096,63938,24340,23891,8125,0.37365885701773593,0.3338126540673788,81556,22518,84954439680,23406993408,1.2755481873064531
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,0,B,all,58742117,5183,4770907,4573262,9344169,3645409,5183,33,53971210,107855,4573262,8936,43218506,86649,0,0,0,0,0,0,0,0,0,0,825477,1615,3645409,7120,10713911,20940,9888434,19325,1708556,3535,0,0,35038628,70859,33330072,67324,0,0,0,0,0,0,0,0,2534033,3645409,4470886,45752539,14359320,0,0,42408,204980,91794,99233,43965,0.48411064494096984,0.47895287273678017,438983,189063,453767712768,195270469632,2.1415894233583765
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,1,B,all,58742117,5183,4770907,4509575,9280482,3764895,5183,31,53971210,107855,4509575,8809,43160690,86539,0,0,0,0,0,0,0,0,0,0,829053,1624,3764895,7355,10658112,20832,9829059,19208,1706997,3528,0,0,35038628,70859,33331631,67331,0,0,0,0,0,0,0,0,2536050,3764895,4593948,45696740,14423007,0,0,42573,204806,91677,99096,43965,0.48385301211878556,0.47956412186262637,437649,189826,452351606784,196030179328,2.136895403454977
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,2,B,all,58742117,5183,4770907,4660774,9431681,3607351,5183,32,53971210,107855,4660774,9105,43169442,86551,0,0,0,0,0,0,0,0,0,0,831609,1629,3607351,7048,10664457,20843,9832848,19214,1702034,3522,0,0,35038628,70859,33336594,67337,0,0,0,0,0,0,0,0,2533643,3607351,4438960,45703085,14271808,0,0,42369,205011,91685,99061,43858,0.4831984625215232,0.47835523804330043,441273,191350,456178653184,197653837824,2.152435722961207
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,3,B,all,58742117,5183,4770907,4594033,9364940,3655518,5183,35,53971210,107855,4594033,8976,43190245,86590,0,0,0,0,0,0,0,0,0,0,822350,1609,3655518,7141,10683031,20879,9860681,19270,1709064,3539,0,0,35038628,70859,33329564,67320,0,0,0,0,0,0,0,0,2531414,3655518,4477868,45721659,14338549,0,0,42390,205000,91738,99020,43886,0.4830243902439024,0.47838409383243585,439543,190019,454264594432,196243574784,2.1441121951219513
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,4,B,all,58742117,5183,4770907,4549059,9319966,3688715,5183,31,53971210,107855,4549059,8887,43197881,86609,0,0,0,0,0,0,0,0,0,0,827833,1620,3688715,7207,10694808,20902,9866975,19282,1707722,3532,0,0,35038628,70859,33330906,67327,0,0,0,0,0,0,0,0,2535555,3688715,4516548,45733436,14383523,0,0,42493,204892,91756,99124,44002,0.4837865802471546,0.47955447055233447,438288,189420,452914460672,195601137664,2.139117193448256
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,0,B,direct_child,58742117,5183,4770907,4491392,9262299,3672576,5183,29,53971210,107855,4491392,8773,43271613,86755,0,0,81533,162,1536,3,1366178,2679,1284645,2517,755833,1478,3671040,7170,9402436,18371,8646603,16893,1698263,3514,0,0,35038628,70859,33340365,67345,0,0,0,0,0,0,0,0,2535629,3672576,4509942,45807242,14441190,29839,13957,42005,175554,77943,86525,37885,0.4928682912380236,0.4860603261357659,385367,165508,401273763840,172339752960,2.195147931690534
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,1,B,direct_child,58742117,5183,4770907,4719176,9490083,3489748,5183,30,53971210,107855,4719176,9219,43226309,86667,0,0,92256,183,5632,11,1470061,2882,1377805,2699,751844,1469,3484116,6805,9253597,18079,8501753,16610,1691877,3501,0,0,35038628,70859,33346751,67358,0,0,0,0,0,0,0,0,2535977,3489748,4333848,45762286,14213406,29881,13628,42210,175312,78184,86525,38190,0.493548644702017,0.4884631126573212,383677,164738,399458002944,171514318848,2.1885381491284113
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,2,B,direct_child,58742117,5183,4770907,4556293,9327200,3540547,5183,29,53971210,107855,4556293,8900,43336988,86885,0,0,88032,174,1536,3,1503491,2947,1415459,2773,764733,1494,3539011,6913,9332251,18233,8567518,16739,1684617,3486,0,0,35038628,70859,33354011,67373,0,0,0,0,0,0,0,0,2537382,3540547,4393312,45874370,14376289,31091,14623,42020,174283,77399,85833,37695,0.49249209618838324,0.48702179614723706,381185,163027,397009723392,169826301952,2.187161111525507
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,3,B,direct_child,58742117,5183,4770907,4674296,9445203,3443893,5183,27,53971210,107855,4674296,9130,43316085,86840,0,0,89162,176,2560,5,1295452,2538,1206290,2362,755764,1479,3441333,6724,9518941,18599,8763177,17120,1692010,3501,0,0,35038628,70859,33346618,67358,0,0,0,0,0,0,0,0,2536936,3443893,4288819,45853021,14258286,30546,14030,42121,174735,77954,85974,37979,0.4920250665293158,0.4871975780588552,382334,164495,398072791040,171267991552,2.1880790911952386
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,4,B,direct_child,58742117,5183,4770907,4573701,9344608,3541503,5183,29,53971210,107855,4573701,8934,43319646,86849,0,0,99025,195,1024,2,1444833,2832,1345808,2637,753413,1474,3540479,6916,9372545,18312,8619132,16838,1683922,3485,0,0,35038628,70859,33354706,67374,0,0,0,0,0,0,0,0,2536360,3541503,4393941,45856006,14358881,29615,13524,42117,175664,78462,86568,38176,0.4928044448492577,0.4865540006627412,383772,165637,399603820544,172497377280,2.184693505783769
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,0,B,none,58742117,5183,4770907,3699328,8470235,2208452,5183,29,53971210,107855,3699328,7226,45521999,91159,0,0,712590,1395,1839300,3595,10953009,21402,10240419,20007,186202,364,369152,721,2071793,4052,1885591,3688,1642639,3395,0,0,35038628,70859,33395989,67464,0,0,0,0,0,0,0,0,2541431,2208452,3107244,48063430,15233254,157041,75939,35164,55192,20360,19208,6114,0.3480214523844035,0.30029469548133597,66168,16635,68877699072,17282338816,1.1988694013625163
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,1,B,none,58742117,5183,4770907,3637896,8408803,2270860,5183,28,53971210,107855,3637896,7106,45518764,91157,0,0,723538,1415,1790604,3499,10927850,21353,10204312,19938,179117,350,480256,938,2095976,4100,1916859,3750,1641035,3390,0,0,35038628,70859,33397593,67469,0,0,0,0,0,0,0,0,2543690,2270860,3173515,48062454,15294686,157231,76063,35124,55044,20236,19287,6098,0.3503924133420536,0.30134413915793634,65911,16079,68609503232,16704378880,1.1974238790785554
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,2,B,none,58742117,5183,4770907,3667461,8438368,2216139,5183,29,53971210,107855,3667461,7164,45545246,91207,0,0,719694,1408,1749707,3419,10985534,21467,10265840,20059,180141,352,466432,911,2063448,4035,1883307,3683,1642529,3394,0,0,35038628,70859,33396099,67465,0,0,0,0,0,0,0,0,2542364,2216139,3115974,48087610,15265121,157478,76221,34975,54945,20129,19293,6099,0.3511329511329511,0.3029956778776889,66399,16274,69102753792,16889765888,1.2084630084630084
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,3,B,none,58742117,5183,4770907,3717124,8488031,2210209,5183,29,53971210,107855,3717124,7261,45500998,91121,0,0,719062,1406,1688481,3300,10927668,21353,10208606,19947,178605,349,521728,1019,2077581,4063,1898976,3714,1645212,3399,0,0,35038628,70859,33393416,67460,0,0,0,0,0,0,0,0,2542879,2210209,3107876,48043877,15215458,156809,75793,35172,55418,20475,19386,6158,0.34981413981016996,0.30075702075702077,67890,17183,70666928128,17850923008,1.2250532318019416
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,4,B,none,58742117,5183,4770907,3710601,8481508,2195011,5183,28,53971210,107855,3710601,7248,45522745,91164,0,0,732753,1433,1791043,3499,10931232,21360,10198479,19927,169389,331,403968,789,2095738,4100,1926349,3769,1640711,3391,0,0,35038628,70859,33397917,67468,0,0,0,0,0,0,0,0,2542853,2195011,3097153,48065598,15221981,157079,75924,35150,55163,20375,19251,6078,0.34898392038141507,0.29830674846625765,67034,16707,69790298112,17343346688,1.215198593259975
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,B,all,83026370,9997,29393272,932972,30326244,433664,9997,8,53633098,110318,932972,1823,47909459,97659,0,0,0,0,0,0,0,0,0,0,1101058,2179,433664,847,18394278,36002,17293220,33823,3255945,7810,0,0,33872184,71646,30616239,63836,0,0,0,0,0,0,0,0,4357003,433664,1534722,52266462,18827942,0,0,6053,264602,107641,103336,41789,0.39053370722821446,0.3882256760899657,262251,104543,272554477568,108605095936,0.9911149575588998
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,B,all,83026370,9997,29393272,922136,30315408,438784,9997,9,53633098,110318,922136,1802,47915551,97671,0,0,0,0,0,0,0,0,0,0,1100110,2177,438784,857,18399994,36013,17299884,33836,3256517,7811,0,0,33872184,71646,30615667,63835,0,0,0,0,0,0,0,0,4356627,438784,1538894,52272178,18838778,0,0,6039,264616,107651,103032,41566,0.38936421078090516,0.38611810387269974,260032,103116,270215344128,107076849664,0.9826767844725942
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,B,all,83026370,9997,29393272,905883,30299155,454656,9997,10,53633098,110318,905883,1771,47916361,97672,0,0,0,0,0,0,0,0,0,0,1101011,2178,454656,888,18400375,36013,17299364,33835,3255187,7809,0,0,33872184,71646,30616997,63837,0,0,0,0,0,0,0,0,4356198,454656,1555667,52272559,18855031,0,0,6032,264623,107650,103024,41542,0.38932367934760015,0.3858987459359034,262018,104383,272284180480,108412440576,0.9901558065625436
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,B,all,83026370,9997,29393272,933376,30326648,425472,9997,7,53633098,110318,933376,1823,47917217,97674,0,0,0,0,0,0,0,0,0,0,1100646,2179,425472,831,18402066,36018,17301420,33839,3256387,7811,0,0,33872184,71646,30615797,63835,0,0,0,0,0,0,0,0,4357033,425472,1526118,52274250,18827538,0,0,6006,264649,107654,103387,41729,0.3906570589724503,0.3876214539171791,262099,104252,272379342848,108300341248,0.990364596125434
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,B,all,83026370,9997,29393272,930924,30324196,438272,9997,8,53633098,110318,930924,1819,47907394,97654,0,0,0,0,0,0,0,0,0,0,1100034,2177,438272,856,18391718,35997,17291684,33820,3256474,7812,0,0,33872184,71646,30615710,63834,0,0,0,0,0,0,0,0,4356508,438272,1538306,52263902,18829990,0,0,6079,264576,107633,103181,41797,0.3899862421383648,0.3883288582497933,260399,103791,270644637696,107867772928,0.9842124758103532
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,B,direct_child,83026370,9997,29393272,947308,30340580,442368,9997,8,53633098,110318,947308,1851,47886608,97614,0,0,164564,339,0,0,4377136,8591,4212572,8252,937129,1842,442368,864,13994102,27366,13056973,25524,3255121,7808,0,0,33872184,71646,30617063,63838,0,0,0,0,0,0,0,0,4356814,442368,1544061,52243422,18813606,98625,42165,6203,165827,65424,68556,27032,0.4134188039342206,0.413181707018831,183276,71419,191361570816,74553038848,1.1052241191120866
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,B,direct_child,83026370,9997,29393272,939116,30332388,446464,9997,8,53633098,110318,939116,1835,47890315,97622,0,0,177250,360,512,1,4419718,8669,4242468,8309,925344,1822,445952,871,13955616,27296,13030272,25474,3254609,7807,0,0,33872184,71646,30617575,63839,0,0,0,0,0,0,0,0,4357203,446464,1549058,52247518,18821798,99331,41895,6156,165168,65700,68290,27154,0.41345781265136106,0.41330289193302894,182111,71928,190086268928,75083081728,1.1025804029836288
