trace,l1_fraction,l2_multiplier,cell,target,seed,arm,variant,l1_policy,l1_capacity_bytes,l2_policy,l2_capacity_bytes,hit_model,closure,measured_requests,requested_tokens,requested_blocks,avoided_prefill_tokens,l1_avoided_tokens,l2_avoided_tokens,l1_hit_blocks,l2_hit_blocks,l2_present_unusable_blocks,l2_present_unusable_tokens,l1_evictions,l2_admissions,l2_rejections,l2_evictions,l2_ancestor_copy_bytes,l2_byte_seconds,l2_already_held,offline_tiebreak,l2_eviction,l2_sample_width,l2_seed,l2_arm,l2_decisions,l2_byte_seconds_depth_1,l2_avoided_tokens_depth_1,l2_admitted_bytes_depth_1,l2_byte_seconds_depth_2-3,l2_avoided_tokens_depth_2-3,l2_admitted_bytes_depth_2-3,l2_byte_seconds_depth_4-7,l2_avoided_tokens_depth_4-7,l2_admitted_bytes_depth_4-7,l2_byte_seconds_depth_8-15,l2_avoided_tokens_depth_8-15,l2_admitted_bytes_depth_8-15,l2_byte_seconds_depth_16-31,l2_avoided_tokens_depth_16-31,l2_admitted_bytes_depth_16-31,l2_byte_seconds_depth_32-63,l2_avoided_tokens_depth_32-63,l2_admitted_bytes_depth_32-63,l2_byte_seconds_depth_64+,l2_avoided_tokens_depth_64+,l2_admitted_bytes_depth_64+,protected_offer_count,protected_offer_window_count,protected_overflow_offer_count,protected_overflow_offer_window_count,first_round_override_count,first_round_override_window_count,oversized_ineligible_count,oversized_ineligible_window_count,seconds,best_heap_arm,best_heap_avoided_tokens,delta_vs_best_heap_tokens,best_sampled_arm,best_sampled_avoided_tokens,delta_vs_best_sampled_tokens,offline_avoided_tokens
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,B,none,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11727401,3218284,8509117,6291,16620,2164,1107968,271289,260951,10338,209041,0,10497712876122.111,0,prefix_first,sampled,16,0,B_none,219379,0.0,0,0,1346027058456.5757,1122801,9277593600,1831863209459.7112,1522380,15494281216,2357125515704.3213,1805312,22902642688,2388801878894.5913,1943552,27312941056,1597852557309.953,1286656,20369987584,976042656296.9595,828416,13842935808,0,0,0,0,0,0,0,0,80.73674535751343,lru_2hit,12670365,-942964,lru_2hit_s,12033437,-306036,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,B,none,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11700573,3218284,8482289,6291,16567,2252,1153024,271289,261030,10259,209129,0,10497750711709.695,0,prefix_first,sampled,16,1,B_none,219388,0.0,0,0,1351927237232.64,1125361,9281263616,1829507771594.7527,1521152,15505063936,2342998682707.9673,1823744,22905374720,2399822959001.599,1924096,27344146432,1596436584890.3684,1263616,20415647744,977057476282.3683,824320,13819015168,0,0,0,0,0,0,0,0,55.801307678222656,lru_2hit,12670365,-969792,lru_2hit_s,11981725,-281152,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,B,none,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11686764,3218284,8468480,6291,16540,2198,1125376,271289,261047,10242,209109,0,10497720332818.43,0,prefix_first,sampled,16,2,B_none,219351,0.0,0,0,1353200798568.4482,1119232,9280913408,1825465525716.9917,1512448,15493234688,2352917225031.679,1819136,22921428992,2393855407890.43,1937920,27333758976,1595400333948.928,1262592,20421136384,976881041661.9525,817152,13838460928,0,0,0,0,0,0,0,0,56.02894473075867,lru_2hit,12670365,-983601,lru_2hit_s,12115357,-428593,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,B,none,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11722779,3218284,8504495,6291,16611,2145,1098240,271289,261003,10286,209106,0,10497738620921.854,0,prefix_first,sampled,16,3,B_none,219392,0.0,0,0,1354297383012.352,1120768,9273249792,1836986898763.776,1519791,15493675008,2343810895497.2153,1819648,22909429760,2388324846321.663,1942528,27302166528,1600197195300.864,1273856,20390930432,974121402025.9839,827904,13838491648,0,0,0,0,0,0,0,0,75.73279619216919,lru_2hit,12670365,-947586,lru_2hit_s,12020637,-297858,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,B,none,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11700251,3218284,8481967,6291,16567,2250,1152000,271289,260822,10467,208818,0,10497751441764.354,0,prefix_first,sampled,16,4,B_none,219285,0.0,0,0,1351531748175.872,1128448,9268883456,1836668103208.9602,1514671,15497426944,2339988332978.177,1812480,22910410752,2394363380928.5117,1943040,27324426240,1599563236308.9922,1284608,20325613568,975636640163.84,798720,13845712896,0,0,0,0,0,0,0,0,55.217705488204956,lru_2hit,12670365,-970114,lru_2hit_s,12016565,-316314,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,B,all,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11785482,3218284,8567198,6291,16743,3223,1649694,271289,271289,0,217525,0,10497532183449.602,0,prefix_first,sampled,16,0,B_all,217525,0.0,0,0,1175831082872.8315,1168645,9791664128,1679834021326.8494,1568890,15768254464,2245790155198.4663,1897791,23483475968,2443866820902.912,1959922,28086497280,1753237477459.967,1238766,21350899712,1198972625688.576,733184,15231283200,271289,110907,211992,88502,39,39,0,0,102.78145146369934,lru_2hit,12670365,-884883,lru_2hit_s,12033437,-247955,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,B,all,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11704180,3218284,8485896,6291,16584,3412,1746897,271289,271289,0,217502,0,10497522281705.473,0,prefix_first,sampled,16,1,B_all,217502,0.0,0,0,1173587132588.0325,1158405,9791664128,1688930073653.249,1569372,15768254464,2234038939889.6646,1893831,23483475968,2445750552997.886,1888754,28086497280,1752828214233.088,1240302,21350899712,1202387368343.5518,735232,15231283200,271289,110907,211976,88478,26,25,0,0,58.637455224990845,lru_2hit,12670365,-966185,lru_2hit_s,11981725,-277545,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,B,all,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11695638,3218284,8477354,6291,16566,3411,1746432,271289,271289,0,217556,0,10497542498281.47,0,prefix_first,sampled,16,2,B_all,217556,0.0,0,0,1175380680294.3997,1176325,9791664128,1676813747785.7283,1568860,15768254464,2239266503688.192,1858879,23483475968,2449486416205.823,1884444,28086497280,1755310409601.0237,1254126,21350899712,1201284740706.3044,734720,15231283200,271289,110907,212015,88481,37,37,0,0,100.80292510986328,lru_2hit,12670365,-974727,lru_2hit_s,12115357,-419719,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,B,all,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11747297,3218284,8529013,6291,16668,3332,1705984,271289,271289,0,217519,0,10497555874566.143,0,prefix_first,sampled,16,3,B_all,217519,0.0,0,0,1181357064425.4722,1149298,9791664128,1679380346777.5996,1562716,15768254464,2235738941536.2563,1910727,23483475968,2450428832688.1265,1944050,28086497280,1751657451071.4888,1236718,21350899712,1198993238067.2,725504,15231283200,271289,110907,212010,88476,30,28,0,0,102.76199626922607,lru_2hit,12670365,-923068,lru_2hit_s,12020637,-273340,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,B,all,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11829870,3218284,8611586,6291,16828,3208,1642496,271289,271289,0,217470,0,10497525424101.375,0,prefix_first,sampled,16,4,B_all,217470,0.0,0,0,1172703102208.0005,1174151,9791664128,1680387899494.4001,1569884,15768254464,2241701769248.7666,1898303,23483475968,2451550432804.864,1950194,28086497280,1752440033810.4314,1294574,21350899712,1198742186534.9124,724480,15231283200,271289,110907,211922,88417,17,17,0,0,59.93540024757385,lru_2hit,12670365,-840495,lru_2hit_s,12016565,-186695,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,B,direct_child,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11794166,3218284,8575882,6291,16759,3206,1641208,271289,271276,13,217511,0,10497527324649.469,0,prefix_first,sampled,16,0,B_direct_child,217524,0.0,0,0,1176841471797.247,1164423,9791664128,1681356589295.617,1557596,15768254464,2239988331296.7676,1885639,23482523648,2451922583154.6875,1939442,28084824064,1745068685453.311,1258222,21348272128,1202349663651.8396,770560,15227164672,259327,105705,206922,86269,7,7,0,0,101.92535281181335,lru_2hit,12670365,-876199,lru_2hit_s,12033437,-239271,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,B,direct_child,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11711821,3218284,8493537,6291,16597,3336,1707021,271289,271271,18,217553,0,10497507977955.328,0,prefix_first,sampled,16,1,B_direct_child,217571,0.0,0,0,1174378102239.2332,1169223,9791664128,1678063478030.3352,1576028,15768254464,2238885817540.6094,1868095,23483021312,2452614284490.7524,1910289,28082169856,1751326333542.3997,1237742,21348286464,1202239962111.9993,732160,15228696576,259322,105700,206961,86294,10,10,0,0,58.15480351448059,lru_2hit,12670365,-958544,lru_2hit_s,11981725,-269904,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,B,direct_child,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11750772,3218284,8532488,6291,16675,3280,1678866,271289,271275,14,217564,0,10497503279974.402,0,prefix_first,sampled,16,2,B_direct_child,217578,0.0,0,0,1173944694378.4976,1158917,9789984768,1677981704583.1682,1572444,15767439360,2238598192896.001,1880519,23480981504,2452863366367.2314,1901554,28085497856,1751164065388.543,1260782,21349132288,1202951256360.9602,758272,15229351936,259325,105702,206993,86283,6,6,0,0,95.90883612632751,lru_2hit,12670365,-919593,lru_2hit_s,12115357,-364585,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,B,direct_child,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11773509,3218284,8555225,6291,16718,3278,1677842,271289,271277,12,217479,0,10497552642879.486,0,prefix_first,sampled,16,3,B_direct_child,217491,0.0,0,0,1173811065311.232,1163642,9791664128,1681895884910.5916,1568860,15767228416,2238371185362.943,1901375,23482316800,2451055592611.8394,1941718,28083720192,1752624062609.407,1259246,21350899712,1199794852073.473,720384,15228438528,259326,105704,206891,86242,9,9,0,0,101.93509697914124,lru_2hit,12670365,-896856,lru_2hit_s,12020637,-247128,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,B,direct_child,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11861395,3218284,8643111,6291,16891,3085,1579520,271289,271274,15,217516,0,10497523439910.91,0,prefix_first,sampled,16,4,B_direct_child,217531,0.0,0,0,1179150258870.2722,1184517,9790865408,1679019802025.9844,1577052,15766601728,2241330796091.392,1872839,23482107904,2442439918024.702,1944081,28083744768,1755995406067.7117,1294062,21349515264,1199587258830.8486,770560,15228774400,259325,105702,206920,86254,9,9,0,0,59.24441480636597,lru_2hit,12670365,-808970,lru_2hit_s,12016565,-155170,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,B,none,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11777513,3218284,8559229,6291,16727,3306,1692143,271289,271253,36,217396,0,10497486913142.783,0,prefix_first,sampled,16,0,B_none,217432,0.0,0,0,1171421988323.3274,1170298,9788299264,1679307489781.7593,1550428,15767914496,2237087135813.6313,1849799,23482812416,2455327637528.5776,1924594,28076500992,1753014378973.1838,1261806,21342720000,1201328282722.3035,802304,15226128384,0,0,0,0,0,0,0,0,95.29722762107849,lru_2hit,12670365,-892852,lru_2hit_s,12033437,-255924,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,B,none,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11887320,3218284,8669036,6291,16940,3099,1586206,271289,271259,30,217458,0,10497527721893.887,0,prefix_first,sampled,16,1,B_none,217488,0.0,0,0,1174383178416.1287,1168594,9791664128,1679920220547.0715,1562204,15768254464,2240222033565.6963,1892671,23481837568,2447847053930.4946,1980433,28081854464,1754650671650.8167,1261806,21344925696,1200504563783.6797,803328,15222611968,0,0,0,0,0,0,0,0,66.03198766708374,lru_2hit,12670365,-783045,lru_2hit_s,11981725,-94405,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,B,none,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11732340,3218284,8514056,6291,16639,3305,1691666,271289,271249,40,217531,0,10497523993626.625,0,prefix_first,sampled,16,2,B_none,217571,0.0,0,0,1170396902832.1277,1176325,9790818304,1681303402674.1755,1563740,15767236608,2240349470511.104,1886151,23478372352,2452262574565.3774,1911794,28080377856,1752386240894.976,1264878,21345527808,1200825402148.8645,711168,15222091776,0,0,0,0,0,0,0,0,93.81439161300659,lru_2hit,12670365,-938025,lru_2hit_s,12115357,-383017,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,B,none,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11780393,3218284,8562109,6291,16733,3233,1655296,271289,271260,29,217527,0,10497547488526.336,0,prefix_first,sampled,16,3,B_none,217556,0.0,0,0,1172328260470.7842,1165573,9790791680,1675671001407.4885,1566842,15768254464,2241953609512.9604,1887551,23483080704,2451863084744.703,1908753,28081203200,1753665110358.0159,1261806,21347401728,1202066422032.3845,771584,15220625408,0,0,0,0,0,0,0,0,95.31398797035217,lru_2hit,12670365,-889972,lru_2hit_s,12020637,-240244,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,B,none,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11798449,3218284,8580165,6291,16769,3197,1636789,271289,271261,28,217462,0,10497486314590.209,0,prefix_first,sampled,16,4,B_none,217490,0.0,0,0,1180769011286.0156,1168645,9790806016,1671751843837.9524,1560698,15768254464,2240632906831.8726,1885127,23480068096,2443574851975.168,1936401,28079921152,1755457116774.3994,1255150,21343723520,1205300583884.8008,774144,15227127808,0,0,0,0,0,0,0,0,66.23535108566284,lru_2hit,12670365,-871916,lru_2hit_s,12016565,-218116,23441857
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,0,B,all,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,10715812,4770907,5944905,9329,11612,6612,3384401,261582,261582,0,200650,0,20995812896550.914,0,prefix_first,sampled,16,0,B_all,200650,0.0,0,0,2778468314458.112,915529,9307439104,3714705431891.968,989696,15083550720,4793772851453.95,1148928,22680195072,4758232193910.788,1297408,27342036992,3162437180119.0405,918528,20908247040,1788196924717.0562,674816,15210940416,261582,107839,195137,87208,103231,46574,0,0,77.22954511642456,lru,17433812,-6718000,lru_s,16351126,-5635314,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,1,B,all,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,10770077,4770907,5999170,9329,11719,6628,3393238,261582,261582,0,200420,0,20995784248479.742,0,prefix_first,sampled,16,1,B_all,200420,0.0,0,0,2811558591520.769,943577,9307439104,3706452502986.753,1042944,15083550720,4784165445285.888,1176200,22680195072,4766154478454.783,1271777,27342036992,3129115703928.831,901632,20908247040,1798337526302.7195,663040,15210940416,261582,107839,194892,87097,103557,46707,0,0,78.32989001274109,lru,17433812,-6663735,lru_s,16284792,-5514715,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,2,B,all,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,10654373,4770907,5883466,9329,11494,6665,3411700,261582,261582,0,200667,0,20995781401438.215,0,prefix_first,sampled,16,2,B_all,200667,0.0,0,0,2825255451506.689,938503,9307439104,3727908841103.3613,1025603,15083550720,4753106298523.649,1171968,22680195072,4756546290900.994,1266176,27342036992,3127314814842.88,825344,20908247040,1805649704560.6396,655872,15210940416,261582,107839,195163,87286,103482,46753,0,0,135.49672961235046,lru,17433812,-6779439,lru_s,16360413,-5706040,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,3,B,all,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,10799243,4770907,6028336,9329,11777,6544,3350093,261582,261582,0,200410,0,20995772295524.35,0,prefix_first,sampled,16,3,B_all,200410,0.0,0,0,2773606726488.063,938508,9307439104,3724014604955.648,1036867,15083550720,4763298739822.592,1163776,22680195072,4778804777127.938,1290209,27342036992,3136828509075.456,900608,20908247040,1819218938054.6553,698368,15210940416,261582,107839,194893,87106,103239,46602,0,0,134.5260989665985,lru,17433812,-6634569,lru_s,16358745,-5559502,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,4,B,all,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,10822259,4770907,6051352,9329,11820,6392,3270918,261582,261582,0,200598,0,20995790813519.875,0,prefix_first,sampled,16,4,B_all,200598,0.0,0,0,2804764154400.77,965008,9307439104,3712170484578.302,1056256,15083550720,4768458471675.904,1183880,22680195072,4738604904425.476,1311232,27342036992,3150418317365.2485,882176,20908247040,1821374481074.1746,652800,15210940416,261582,107839,195058,87220,103282,46617,0,0,132.88330626487732,lru,17433812,-6611553,lru_s,16348637,-5526378,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,0,B,direct_child,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,10922465,4770907,6151558,9329,12016,6141,3143747,261582,231331,30251,170512,0,20995959983446.02,0,prefix_first,sampled,16,0,B_direct_child,200763,0.0,0,0,2832155864424.448,940934,8292628480,3754135268327.4277,1082880,13875748864,4788827043026.94,1225728,20204535808,4738620368199.681,1323008,23827521536,3120203128006.657,907776,17450766336,1762018311460.8635,671232,13229086720,221023,88986,162841,71813,84107,37735,0,0,77.21253275871277,lru,17433812,-6511347,lru_s,16351126,-5428661,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,1,B,direct_child,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,10661979,4770907,5891072,9329,11506,6509,3332608,261582,231454,30128,170846,0,20996011322218.496,0,prefix_first,sampled,16,1,B_direct_child,200974,0.0,0,0,2805348210003.9673,931328,8316530688,3719026771978.2407,1048064,13864495104,4809768927152.126,1160704,20226799616,4713155144536.066,1220608,23883057152,3146334725582.846,834048,17784209408,1802377542965.248,696320,13310283776,221148,89455,163174,72408,84393,38307,0,0,92.44197654724121,lru,17433812,-6771833,lru_s,16284792,-5622813,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,2,B,direct_child,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,10775643,4770907,6004736,9329,11728,6387,3269216,261582,231954,29628,171284,0,20995939601444.867,0,prefix_first,sampled,16,2,B_direct_child,200912,0.0,0,0,2831911634655.2324,944128,8325797888,3713118733711.3604,1055232,13898940416,4797592265998.336,1193472,20168591360,4752601577865.217,1301504,23781199872,3113716963158.016,855552,17665306624,1786998426056.705,654848,13294180352,221575,89204,163542,72058,84696,37904,0,0,102.1653106212616,lru,17433812,-6658169,lru_s,16360413,-5584770,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,3,B,direct_child,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,10728539,4770907,5957632,9329,11636,6315,3233236,261582,231973,29609,171475,0,20996009069656.066,0,prefix_first,sampled,16,3,B_direct_child,201084,0.0,0,0,2811118343104.512,932352,8330043392,3732402331772.9297,1009152,13950212096,4763579973453.825,1168896,20269117440,4761161222238.207,1286144,23810416640,3129107620251.649,881152,17748862976,1798639578834.9438,679936,13404372992,221626,89593,163759,72615,84768,38216,0,0,135.8293697834015,lru,17433812,-6705273,lru_s,16358745,-5630206,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,4,B,direct_child,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,10729532,4770907,5958625,9329,11640,6394,3273728,261582,232292,29290,171629,0,20995972880179.203,0,prefix_first,sampled,16,4,B_direct_child,200919,0.0,0,0,2817156261449.7295,932291,8355057664,3765018696656.8955,1059870,13921185792,4766334258540.545,1190912,20228978688,4740636795783.166,1283072,23841873920,3118806168645.634,855552,17713201152,1788020699103.232,636928,13445140480,221949,89584,163926,72526,84930,38206,0,0,133.96194005012512,lru,17433812,-6704280,lru_s,16348637,-5619105,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,0,B,none,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,10024939,4770907,5254032,9329,10262,3927,2010179,261582,118000,143582,63773,0,20995999679469.574,0,prefix_first,sampled,16,0,B_none,207355,0.0,0,0,3007090773567.4893,719248,4056836096,3930381421447.168,777216,6033727488,4832138470383.619,993280,8267034624,4521716886290.433,1200640,9507084288,2975718878068.7373,861696,6663929856,1728953249712.128,701952,4823164928,0,0,0,0,0,0,0,0,91.6793577671051,lru,17433812,-7408873,lru_s,16351126,-6326187,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,1,B,none,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,9916263,4770907,5145356,9329,10050,4088,2092080,261582,118171,143411,63852,0,20995987107434.492,0,prefix_first,sampled,16,1,B_none,207263,0.0,0,0,3000626278772.7334,713996,4075120640,3931254070689.794,777216,6135576576,4836343955173.374,989184,8302256128,4532569806966.783,1188864,9408022528,2968321898821.6313,828928,6659315712,1726871097010.1746,647168,4800262144,0,0,0,0,0,0,0,0,89.51895642280579,lru,17433812,-7517549,lru_s,16284792,-6368529,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,2,B,none,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,9962987,4770907,5192080,9329,10141,4022,2058337,261582,118014,143568,63735,0,20995988590868.48,0,prefix_first,sampled,16,2,B_none,207303,0.0,0,0,3010178029586.431,715664,4098709504,3962568158402.5596,776192,6084370432,4821537301012.481,988160,8254574592,4553118188834.814,1198592,9449170944,2957667880988.6724,838144,6637707264,1690919032043.5203,675328,4760094720,0,0,0,0,0,0,0,0,75.25630235671997,lru,17433812,-7470825,lru_s,16360413,-6397426,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,3,B,none,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,10055659,4770907,5284752,9329,10322,3862,1976862,261582,118349,143233,63939,0,20996016443906.05,0,prefix_first,sampled,16,3,B_none,207172,0.0,0,0,2995319293855.745,734608,4094547968,3982035919134.7197,803328,6114627584,4847835379476.479,1002496,8309899264,4516264094861.313,1197568,9461659648,2949436213227.521,848896,6641643520,1705125543350.273,697856,4788695040,0,0,0,0,0,0,0,0,74.89070725440979,lru,17433812,-7378153,lru_s,16358745,-6303086,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,4,B,none,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,9976411,4770907,5205504,9329,10167,4020,2058240,261582,118212,143370,63938,0,20996031484035.08,0,prefix_first,sampled,16,4,B_none,207308,0.0,0,0,3004168887320.5757,714752,4067581952,3948963896985.6025,782848,6060394496,4800119223625.729,998400,8328144896,4533649691617.284,1198592,9549531136,2972046762356.735,849408,6630942720,1737083022129.152,661504,4814917632,0,0,0,0,0,0,0,0,132.29242539405823,lru,17433812,-7457401,lru_s,16348637,-6372226,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,0,B,all,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,9344169,4770907,4573262,9329,8936,7120,3645409,261582,261582,0,204980,0,20995762356260.867,0,prefix_first,sampled,16,0,B_all,204980,0.0,0,0,2857797966647.296,849419,9307439104,3892133729925.118,870467,15083550720,4814821532256.258,891392,22680195072,4723415087980.546,931328,27342036992,2950782497722.3667,606208,20908247040,1756811541729.281,424448,15210940416,261582,107839,199514,89402,106890,48468,0,0,78.13347125053406,lru,17433812,-8089643,lru_s,16351126,-7006957,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,1,B,all,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,9280482,4770907,4509575,9329,8809,7355,3764895,261582,261582,0,204806,0,20995773947254.78,0,prefix_first,sampled,16,1,B_all,204806,0.0,0,0,2858422162733.0557,855943,9307439104,3901780881117.185,857600,15083550720,4837242600734.72,873472,22680195072,4711157844606.973,888320,27342036992,2934309202085.889,564736,20908247040,1752861255976.9604,469504,15210940416,261582,107839,199298,89283,106711,48384,0,0,83.14856600761414,lru,17433812,-8153330,lru_s,16284792,-7004310,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,2,B,all,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,9431681,4770907,4660774,9329,9105,7048,3607351,261582,261582,0,205011,0,20995818018500.61,0,prefix_first,sampled,16,2,B_all,205011,0.0,0,0,2841432523497.4717,828997,9307439104,3915455153063.9365,859648,15083550720,4833488299665.406,881664,22680195072,4693133297207.297,905185,27342036992,2960565430175.7446,624128,20908247040,1751743314890.7515,561152,15210940416,261582,107839,199502,89287,106940,48517,0,0,90.62878251075745,lru,17433812,-8002131,lru_s,16360413,-6928732,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,3,B,all,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,9364940,4770907,4594033,9329,8976,7141,3655518,261582,261582,0,205000,0,20995779422658.566,0,prefix_first,sampled,16,3,B_all,205000,0.0,0,0,2853488207749.118,849229,9307439104,3915300245876.7383,842819,15083550720,4862048082286.594,900096,22680195072,4703826278406.146,911841,27342036992,2932516128518.1445,622592,20908247040,1728600479821.825,467456,15210940416,261582,107839,199468,89311,106846,48435,0,0,117.89745497703552,lru,17433812,-8068872,lru_s,16358745,-6993805,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,4,B,all,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,9319966,4770907,4549059,9329,8887,7207,3688715,261582,261582,0,204892,0,20995788798160.895,0,prefix_first,sampled,16,4,B_all,204892,0.0,0,0,2830568370667.52,840643,9307439104,3851038369503.232,849920,15083550720,4853564161531.902,892416,22680195072,4734083596734.464,894464,27342036992,2967326572290.0474,608256,20908247040,1759207727433.7283,463360,15210940416,261582,107839,199355,89328,106737,48514,0,0,78.98379850387573,lru,17433812,-8113846,lru_s,16348637,-7028671,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,0,B,direct_child,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,9262299,4770907,4491392,9329,8773,7173,3672576,261582,231743,29839,175554,0,20995962318927.867,0,prefix_first,sampled,16,0,B_direct_child,205393,0.0,0,0,2864808916455.423,852608,8435529728,3921846181556.2227,845824,13983703040,4837768709414.909,887296,20168773632,4685916426731.519,913920,23756945408,2939387250597.89,557056,17641904128,1746234834171.9033,434688,13417015296,221241,89377,167541,74313,88573,39993,0,0,78.9599072933197,lru,17433812,-8171513,lru_s,16351126,-7088827,23703489
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,1,B,direct_child,lru,3714884076,learned,14859536302,tree,union,5183,58742117,117184,9490083,4770907,4719176,9329,9219,6816,3489748,261582,231701,29881,175312,0,20996011946313.727,0,prefix_first,sampled,16,1,B_direct_child,205193,0.0,0,0,2869840523409.407,845317,8419133440,3887813997846.5293,881219,13962823680,4845496680132.605,903168,20209145856,4741659345033.213,928768,23834873856,2920172238292.9946,643072,17943769088,1731029161598.9758,517632,13393252352,221228,89723,167334,74585,88260,40185,0,0,82.91275572776794,lru,17433812,-7943729,lru_s,16284792,-6794709,23703489
